"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(Richness)","cond(SelfR)","cond(temp)","cond(grav_neiBR.1)","cond(IndegreeBR)","cond(InflowBR)","cond(IndegreeNeiBR)","cond(InflowLR)","cond(InflowMPABR)","cond(CorridorIndegreeBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"1779",5.98255530009528,"+",-0.00351904671098766,NA,"+",NA,NA,NA,NA,-0.418841098339397,0.527094112450491,NA,0.315376019419439,-0.139928254035575,NA,NA,NA,-0.121558145269799,NA,NA,45083.1694084422,45168.5928969066,0.165588820145662,0.239237511695073,"Gamma(log)",14,-22527.5847042211,45083.2972623235,9.1081743172399,0.00077913015032129
"1433",5.98255532353645,"+",-0.003519053132209,NA,"+",NA,-0.139928254103558,NA,NA,-0.418841091657688,0.527094115061544,NA,0.315376012296883,NA,NA,NA,NA,-0.121558154103027,NA,NA,45083.1694097186,45168.592898183,0.165588817550681,0.239237511989422,"Gamma(log)",14,-22527.5847048593,45083.2972635999,9.10817559366842,0.000779129653069476
"65",5.98802413197328,"+",-0.00363759345714036,-0.0541063154603667,"+",NA,-0.13443213157662,NA,NA,-0.413705532077308,0.527868357409245,-0.0187693375122221,0.323216326486634,NA,NA,NA,NA,-0.11737393398131,NA,NA,45083.2189647868,45180.845808746,0.167469158883293,0.237539984552645,"Gamma(log)",16,-22525.6094823934,45083.3846668885,9.19557888225972,0.000745813689466648
"160",5.98802433028352,"+",-0.00363619245707774,-0.0541041457288658,"+",NA,NA,NA,NA,-0.413703425576905,0.527866332347922,-0.0187697785133912,0.323216873416354,-0.134433665013419,NA,NA,NA,-0.117369729985005,NA,NA,45083.2189654018,45180.8458093611,0.167468501180787,0.237539144254806,"Gamma(log)",16,-22525.6094827009,45083.3846675036,9.19557949731825,0.00074581346010715
"179",6.04072375642191,"+",-0.0539392645584406,-0.0491820622267398,"+","+",NA,0.131352190473888,NA,-0.471494421567688,0.517437679486002,NA,0.323402988038236,-0.149056270652594,NA,NA,NA,NA,NA,NA,45083.2679011985,45193.0981006527,0.174289674447845,0.223672263124431,"Gamma(log)",18,-22523.6339505992,45083.476374225,9.2872862187578,0.00071238760671598
"78",6.04072420133846,"+",-0.0539390671549258,-0.04918203678388,"+","+",-0.149055512021519,0.131352575854943,NA,-0.471495884468558,0.517437693630822,NA,0.323402495532718,NA,NA,NA,NA,NA,NA,NA,45083.267901754,45193.0981012082,0.17428955486959,0.223672374632129,"Gamma(log)",18,-22523.633950877,45083.4763747806,9.28728677430627,0.000712387408833085
"367",5.98709648733741,"+",-0.00606117389922007,-0.0542978761632944,"+",NA,-0.135196591342124,NA,NA,-0.41244635516833,0.529059209161303,NA,0.320823647246893,NA,NA,-0.115258860521561,NA,NA,NA,NA,45083.5162420465,45175.0414082584,0.16578128513377,0.23709142429608,"Gamma(log)",15,-22526.7581210233,45083.6624052621,9.47331725588447,0.000649112883553568
"582",5.98709651662249,"+",-0.00606119933324109,-0.0542978718731029,"+",NA,NA,NA,NA,-0.412446385175327,0.529059233112888,NA,0.320823635246945,-0.135196600743562,NA,-0.115258853693452,NA,NA,NA,NA,45083.516242481,45175.0414086928,0.165781298061563,0.237091443264441,"Gamma(log)",15,-22526.7581212405,45083.6624056965,9.47331769029552,0.000649112742562678
"2052",6.019920326208,"+",NA,NA,"+","+",NA,0.125018943068239,NA,-0.473799166433814,0.518559438336568,NA,0.321725426029215,-0.163118777009145,NA,NA,NA,NA,NA,NA,45083.5991208173,45181.2259647766,0.17253470035561,0.227205494552559,"Gamma(log)",16,-22525.7995604086,45083.764822919,9.57573491277435,0.00061670932811071
"1590",6.01991994906196,"+",NA,NA,"+","+",-0.163119029658555,0.125019265788883,NA,-0.473799676476658,0.518559693777379,NA,0.321725315432556,NA,NA,NA,NA,NA,NA,NA,45083.5991208951,45181.2259648544,0.172534760935809,0.227205687322987,"Gamma(log)",16,-22525.7995604475,45083.7648229968,9.57573499058344,0.000616709304117915
"221",6.04018836683124,"+",-0.0376021144529418,NA,"+","+",NA,0.130565334923968,NA,-0.482391511357846,0.510724970656696,-0.0451865609693746,0.329712938046569,-0.154602948726235,NA,NA,NA,NA,NA,NA,45083.6693616285,45193.4995610827,0.174354021373309,0.227111662314011,"Gamma(log)",18,-22523.8346808142,45083.877834655,9.68874664873874,0.000582827896639198
"111",6.04018669536208,"+",-0.0376005647866887,NA,"+","+",-0.154602823259518,0.130564483831558,NA,-0.48239135466372,0.510725297215757,-0.0451868623665521,0.329712255545592,NA,NA,NA,NA,NA,NA,NA,45083.6693619685,45193.4995614227,0.17435386298255,0.227111753298966,"Gamma(log)",18,-22523.8346809842,45083.877834995,9.68874698875879,0.000582827797552621
"2034",5.99902017479351,"+",NA,NA,"+","+",NA,NA,NA,-0.42644808611366,0.527488369349027,NA,0.320595048374003,-0.142258690311321,NA,NA,NA,-0.12114516392833,NA,NA,45084.1247556864,45181.7515996456,0.1641947537259,0.231815685423279,"Gamma(log)",16,-22526.0623778432,45084.2904577881,10.1013697818562,0.000474176859395628
"1579",5.99902154215465,"+",NA,NA,"+","+",-0.142256608816719,NA,NA,-0.42645115323496,0.527488244701184,NA,0.320595181656536,NA,NA,NA,NA,-0.121145038881078,NA,NA,45084.1247571273,45181.7516010865,0.164195037529261,0.231814964562739,"Gamma(log)",16,-22526.0623785636,45084.290459229,10.1013712227505,0.000474176517776392
"236",6.00615977838468,"+",NA,-0.0543299783360767,"+","+",NA,NA,NA,-0.421509703947887,0.528216356887925,-0.0195419473984785,0.328657944954424,-0.136768314432481,NA,NA,NA,-0.11673165332646,NA,NA,45084.109979212,45193.9401786662,0.16626222562836,0.230282655900619,"Gamma(log)",18,-22524.054989606,45084.3184522385,10.1293642322635,0.000467585934050253
"125",6.00615836317233,"+",NA,-0.0543302643605025,"+","+",-0.136767571773542,NA,NA,-0.421509794847228,0.528215188797615,-0.0195425292249457,0.328657816661365,NA,NA,NA,NA,-0.116731267185448,NA,NA,45084.1099795767,45193.9401790309,0.166261918043482,0.230282389578844,"Gamma(log)",18,-22524.0549897883,45084.3184526032,10.1293645969563,0.000467585848787644
"727",6.03642744033325,"+",-0.0499564063340484,NA,"+","+",NA,0.131864946606526,NA,-0.478167280865305,0.515233280337974,NA,0.31955121730781,-0.154648165029246,NA,NA,NA,NA,NA,NA,45084.2169525786,45187.9454742853,0.173018736909511,0.225437674439179,"Gamma(log)",17,-22525.1084762893,45084.4034242422,10.2143362359202,0.000448136174048643
"453",6.03642510356215,"+",-0.049951414391861,NA,"+","+",-0.154646365344656,0.131865317560425,NA,-0.478168009207795,0.515234039093366,NA,0.319553290140874,NA,NA,NA,NA,NA,NA,NA,45084.2169542835,45187.9454759902,0.173019109879356,0.225437220929137,"Gamma(log)",17,-22525.1084771417,45084.4034259471,10.2143379408226,0.000448135792034589
"67",6.00519032866828,"+",-0.00858976612505134,-0.0542815214274166,"+","+",-0.135700634469006,NA,NA,-0.418826353864281,0.530428203580587,NA,0.324514333346455,NA,NA,NA,NA,-0.123468437323639,NA,NA,45084.5113877098,45194.341587164,0.165642625942164,0.229672226383148,"Gamma(log)",18,-22524.2556938549,45084.7198607363,10.5307727300824,0.000382557473340105
"163",6.00519316452912,"+",-0.00858998533228815,-0.0542817559892007,"+","+",NA,NA,NA,-0.418827337718491,0.530428904587619,NA,0.324515100921516,-0.135700529330642,NA,NA,NA,-0.123469088355501,NA,NA,45084.5113888489,45194.3415883031,0.165643154471909,0.229672524926076,"Gamma(log)",18,-22524.2556944244,45084.7198618754,10.5307738691554,0.000382557255459724
"778",6.00240652728055,"+",NA,-0.0543768103788969,"+","+",NA,NA,NA,-0.420016302218197,0.529653948300433,NA,0.326149233322446,-0.137968183352833,NA,-0.114671416390087,NA,NA,NA,NA,45084.5407872872,45188.2693089939,0.164545882468334,0.230008139684464,"Gamma(log)",17,-22525.2703936436,45084.7272589508,10.5381709445865,0.000381144966334265
"492",6.00240577956067,"+",NA,-0.0543768942751942,"+","+",-0.137967906628599,NA,NA,-0.420016626313515,0.529654890061251,NA,0.326148503962589,NA,NA,-0.114671282468821,NA,NA,NA,NA,45084.5407881915,45188.2693098983,0.164546122041267,0.230008271785128,"Gamma(log)",17,-22525.2703940958,45084.7272598551,10.5381718489007,0.000381144793996897
"1569",5.98545128092821,"+",NA,NA,"+",NA,-0.141505295111946,NA,NA,-0.42351378661263,0.523232340839889,-0.0206973195210651,0.320395780575637,NA,NA,-0.104154446884651,NA,NA,NA,NA,45084.6230370445,45170.0465255088,0.165224553975465,0.239546509934105,"Gamma(log)",14,-22528.3115185222,45084.7508909258,10.561802919503,0.000376667864969117
"2021",5.98545128082338,"+",NA,NA,"+",NA,NA,NA,NA,-0.423513794710399,0.523232339145134,-0.0206973186023894,0.320395783022496,-0.141505293282655,NA,-0.104154441829041,NA,NA,NA,NA,45084.6230370595,45170.0465255239,0.165224554590247,0.239546519283413,"Gamma(log)",14,-22528.3115185298,45084.7508909408,10.5618029345569,0.000376667862133946
"708",5.98397015278394,"+",0.000279220562036435,NA,"+",NA,NA,NA,NA,-0.421574441367489,0.524820643608691,-0.0182945210896466,0.319006723941508,-0.140330244617603,NA,NA,NA,-0.1148049480316,NA,NA,45084.7913077487,45176.3164739605,0.166164614152745,0.239638122866464,"Gamma(log)",15,-22527.3956538743,45084.9374709643,10.7483829580015,0.00034311778513642
"440",5.98396987785456,"+",0.000279012320818098,NA,"+",NA,-0.14033069063464,NA,NA,-0.421574902349679,0.524820440827108,-0.0182942677290766,0.319006813006092,NA,NA,NA,NA,-0.114804884556781,NA,NA,45084.7913095954,45176.3164758073,0.166164612751819,0.239638086764455,"Gamma(log)",15,-22527.3956547977,45084.937472811,10.748384804785,0.000343117468304424
"57",5.98881172368361,"+",-0.00184123990427936,-0.0544505055155715,"+",NA,-0.13571366468213,NA,NA,-0.415546632353893,0.526430956684423,-0.0212264327810113,0.324921934469638,NA,NA,-0.107395203716888,NA,NA,NA,NA,45085.0055103043,45182.6323542636,0.166516692868479,0.237513326220024,"Gamma(log)",16,-22526.5027551522,45085.1712124061,10.9821243998304,0.000305271963897814
"150",5.98881074455426,"+",-0.00184033091278956,-0.0544505404934406,"+",NA,NA,NA,NA,-0.415546978532529,0.526431774546411,-0.0212265522994645,0.324921633290898,-0.135713655805274,NA,-0.107396097663328,NA,NA,NA,NA,45085.0055119286,45182.6323558878,0.166516825186387,0.23751360048698,"Gamma(log)",16,-22526.5027559643,45085.1712140303,10.9821260240496,0.000305271715983607
"1760",5.9831087890674,"+",-0.00213806220161462,NA,"+",NA,NA,NA,NA,-0.42038151822009,0.525888217242067,NA,0.316530895373353,-0.141282759585802,NA,-0.112069128762606,NA,NA,NA,NA,45085.1130428981,45170.5365313625,0.164510998477016,0.239244079307666,"Gamma(log)",14,-22528.5565214491,45085.2408967794,11.0518087731543,0.000294818784436748
"1422",5.98311064631973,"+",-0.00214124918780331,NA,"+",NA,-0.141282580721839,NA,NA,-0.420381342426904,0.525888759491915,NA,0.316529860605751,NA,NA,-0.112068723998942,NA,NA,NA,NA,45085.1130432878,45170.5365317522,0.164511210548139,0.239244382465499,"Gamma(log)",14,-22528.5565216439,45085.2408971691,11.0518091628765,0.000294818726988053
"541",6.00266892727456,"+",NA,NA,"+","+",-0.142125056423286,NA,NA,-0.429383372491588,0.524918306065713,-0.0186270796287268,0.324070626267707,NA,NA,NA,NA,-0.113914014936963,NA,NA,45085.7248940068,45189.4534157135,0.164765578180608,0.231981313790571,"Gamma(log)",17,-22525.8624470034,45085.9113656704,11.7222776641356,0.000210845667468826
"845",6.00266878286345,"+",NA,NA,"+","+",NA,NA,NA,-0.429383707197654,0.524918532550315,-0.0186269273562906,0.324070104499855,-0.142125287800343,NA,NA,NA,-0.113914182446567,NA,NA,45085.7248942871,45189.4534159938,0.16476557362024,0.231981372055493,"Gamma(log)",17,-22525.8624471435,45085.9113659507,11.7222779444564,0.000210845637916613
"234",6.00679675217206,"+",NA,-0.0546846977545106,"+","+",NA,NA,NA,-0.423390317675183,0.526646158825512,-0.021963052875939,0.330151765651652,-0.137882797917263,NA,-0.106066405107699,NA,NA,NA,NA,45085.9843379548,45195.814537409,0.16530138092449,0.230146501612504,"Gamma(log)",18,-22524.9921689774,45086.1928109814,12.0037229751106,0.00018316800221073
"123",6.00679509239797,"+",NA,-0.0546849646621845,"+","+",-0.137881230265224,NA,NA,-0.423389872688516,0.526645022063722,-0.0219629711741152,0.330151880740893,NA,NA,-0.106067044468336,NA,NA,NA,NA,45085.9843387726,45195.8145382268,0.165300810096756,0.230146481324491,"Gamma(log)",18,-22524.9921693863,45086.1928117991,12.0037237928846,0.000183167927315732
"442",6.00052029974447,"+",-0.00449415142201008,NA,"+","+",-0.141637511827119,NA,NA,-0.426647763482416,0.527229871926207,NA,0.320328752392657,NA,NA,NA,NA,-0.120712671736996,NA,NA,45086.1136652952,45189.8421870019,0.164183208542218,0.231588417210896,"Gamma(log)",17,-22526.0568326476,45086.3001369588,12.1110489525236,0.000173597740720174
"711",6.00052001017831,"+",-0.00449385072471484,NA,"+","+",NA,NA,NA,-0.426647709680364,0.527230140286363,NA,0.320330048382603,-0.14163820744746,NA,NA,NA,-0.120711424639397,NA,NA,45086.1136679183,45189.842189625,0.164183265949462,0.231588429107206,"Gamma(log)",17,-22526.0568339591,45086.3001395819,12.1110515756518,0.000173597513035755
"2024",5.99911470509784,"+",NA,NA,"+","+",NA,NA,NA,-0.428009177249908,0.526178446840591,NA,0.321566599155556,-0.143496488642878,NA,-0.11101704448192,NA,NA,NA,NA,45086.1603154767,45183.787159436,0.163108443842044,0.231738987874568,"Gamma(log)",16,-22527.0801577384,45086.3260175785,12.1369295722106,0.000171365804286644
"1571",5.99911635988138,"+",NA,NA,"+","+",-0.143497153815891,NA,NA,-0.428009936750552,0.526179161473661,NA,0.321566133576234,NA,NA,-0.111016670747887,NA,NA,NA,NA,45086.1603169352,45183.7871608945,0.163108468594831,0.231739094705143,"Gamma(log)",16,-22527.0801584676,45086.326019037,12.1369310307055,0.000171365679318621
"26",6.00761555759702,"+",-0.00460335083798589,-0.0544707375886652,"+","+",NA,NA,NA,-0.421628554136305,0.528012293916826,-0.0190804871876072,0.328322470797587,-0.136125738648556,NA,NA,NA,-0.116468128502387,NA,NA,45086.0985528311,45202.0304300327,0.166237907484754,0.230044841865056,"Gamma(log)",19,-22524.0492764155,45086.3302601481,12.1411721418772,0.000171002673892738
"7",6.00761525398235,"+",-0.00460335775212307,-0.0544707873025628,"+","+",-0.136125501203216,NA,NA,-0.421628526064302,0.528012572260324,-0.0190802855894057,0.328322758950109,NA,NA,NA,NA,-0.116467824647981,NA,NA,45086.0985540244,45202.030431226,0.166237944744479,0.230044849468603,"Gamma(log)",19,-22524.0492770122,45086.3302613414,12.1411733351779,0.000171002571863963
"153",6.00484864363145,"+",-0.00723043179851388,-0.0546002005823254,"+","+",NA,NA,NA,-0.420319615655986,0.529237912847858,NA,0.325729518397187,-0.136956412140795,NA,-0.113869616193762,NA,NA,NA,NA,45086.5122978415,45196.3424972957,0.164541124567932,0.229618004471081,"Gamma(log)",18,-22525.2561489208,45086.720770868,12.5316828617943,0.000140671000371496
"59",6.00484807397312,"+",-0.0072306686872561,-0.0546013399617757,"+","+",-0.136956689807699,NA,NA,-0.420320233532739,0.529238166375354,NA,0.325730238859067,NA,NA,-0.113869767350554,NA,NA,NA,NA,45086.5122988151,45196.3424982693,0.164541248777194,0.22961813542184,"Gamma(log)",18,-22525.2561494076,45086.7207718417,12.5316838354047,0.000140670931892135
"698",5.98480558592424,"+",0.00197378180431025,NA,"+",NA,NA,NA,NA,-0.423456859245963,0.523318031146292,-0.0208837755955688,0.320552734742995,-0.141769832197419,NA,-0.10430131447947,NA,NA,NA,NA,45086.6209586099,45178.1461248217,0.165234768816417,0.239648754388032,"Gamma(log)",15,-22528.310479305,45086.7671218255,12.5780338192635,0.000137448369835571
"432",5.98480561830986,"+",0.00197356223120374,NA,"+",NA,-0.141769954344679,NA,NA,-0.423456753524084,0.523317940646392,-0.0208836017166583,0.32055277204655,NA,NA,-0.10430131453419,NA,NA,NA,NA,45086.620960052,45178.1461262638,0.165234766221835,0.2396487204522,"Gamma(log)",15,-22528.310480026,45086.7671232676,12.5780352613365,0.000137448270730317
"539",6.00332948868713,"+",NA,NA,"+","+",-0.143421622524931,NA,NA,-0.431312256104067,0.523286045735663,-0.0212097991393309,0.325409367923653,NA,NA,-0.102672127748889,NA,NA,NA,NA,45087.6436027034,45191.3721244101,0.163832500281063,0.23187591503303,"Gamma(log)",17,-22526.8218013517,45087.830074367,13.6409863607914,8.0783447245963e-05
"843",6.00332831197704,"+",NA,NA,"+","+",NA,NA,NA,-0.431311813674796,0.523286528271584,-0.0212092216890959,0.325409383602783,-0.143421613377377,NA,-0.102671227797041,NA,NA,NA,NA,45087.6436039115,45191.3721256182,0.163832667443802,0.231875941209079,"Gamma(log)",17,-22526.8218019557,45087.8300755751,13.6409875688332,8.07833984510874e-05
"108",6.00286958365657,"+",-0.00064295102212309,NA,"+","+",-0.1420378508416,NA,NA,-0.429400015318918,0.524889141738263,-0.0185618857582463,0.324020868787132,NA,NA,NA,NA,-0.113877864007151,NA,NA,45087.7246705035,45197.5548699577,0.164761380124362,0.231947982017064,"Gamma(log)",18,-22525.8623352517,45087.93314353,13.7440555237408,7.67257597149483e-05
"218",6.00286708798113,"+",-0.000643987558645059,NA,"+","+",NA,NA,NA,-0.429403812915628,0.524888259629004,-0.0185631785534917,0.324021052839301,-0.142037365194941,NA,NA,NA,-0.113876950705744,NA,NA,45087.7246714744,45197.5548709286,0.164761205304449,0.231949035648059,"Gamma(log)",18,-22525.8623357372,45087.933144501,13.7440564947174,7.67257224655009e-05
"24",6.00772763726838,"+",-0.00292345142740601,-0.054773102409648,"+","+",NA,NA,NA,-0.423472373492152,0.526513362308119,-0.0216847191195902,0.329935388563088,-0.137479996765092,NA,-0.105850281803551,NA,NA,NA,NA,45087.9797507189,45203.9116279206,0.165288590945813,0.229990888001417,"Gamma(log)",19,-22524.9898753595,45088.211458036,14.0223700297574,6.67584078227799e-05
"5",6.00772798323385,"+",-0.00292473567726035,-0.0547698076543041,"+","+",-0.137479237843777,NA,NA,-0.423473879546247,0.526513215767727,-0.0216840197899928,0.329934368087785,NA,NA,-0.105850134450079,NA,NA,NA,NA,45087.9797515181,45203.9116287198,0.165288406974088,0.229990437304196,"Gamma(log)",19,-22524.9898757591,45088.2114588352,14.0223708289705,6.67583811456912e-05
"434",6.00021097064588,"+",-0.0032618686754291,NA,"+","+",-0.143052317407149,NA,NA,-0.428157902563874,0.525988827271894,NA,0.32136444770369,NA,NA,-0.110651623286638,NA,NA,NA,NA,45088.154518953,45191.8830406597,0.16310370056716,0.231565718520391,"Gamma(log)",17,-22527.0772594765,45088.3409906166,14.1519026103852,6.2571753793839e-05
"701",6.00021150914314,"+",-0.00326251550365562,NA,"+","+",NA,NA,NA,-0.428156618948868,0.525986671884193,NA,0.321366140060922,-0.143051392753201,NA,-0.110651634872372,NA,NA,NA,NA,45088.1545206553,45191.883042362,0.163103846033483,0.231563955026843,"Gamma(log)",17,-22527.0772603276,45088.3409923189,14.1519043126391,6.25717005373545e-05
"504",6.00216364950811,"+",NA,-0.0492435488626373,"+",NA,-0.152118318857411,NA,NA,-0.437383525269845,0.515266220626589,-0.0624040416563531,0.321405632593072,NA,NA,NA,NA,NA,0.0637649266376162,NA,45088.8543796169,45180.3795458287,0.170402640284277,0.235541953987573,"Gamma(log)",15,-22529.4271898085,45089.0005428325,14.8114548262456,4.49943916046669e-05
"795",6.00216350038409,"+",NA,-0.0492436487510417,"+",NA,NA,NA,NA,-0.43738358655669,0.515266444059901,-0.0624041026659467,0.321405499841187,-0.152118333146725,NA,NA,NA,NA,0.063765063425566,NA,45088.8543798295,45180.3795460413,0.170402680884812,0.235542003145958,"Gamma(log)",15,-22529.4271899147,45089.0005430451,14.8114550388127,4.49943868225034e-05
"106",6.00303150487147,"+",0.000934349624433772,NA,"+","+",-0.143547020428868,NA,NA,-0.431281168384811,0.523327858588176,-0.0212988495045639,0.325481653647357,NA,NA,-0.102742787196324,NA,NA,NA,NA,45089.6431353306,45199.4733347848,0.16383621473814,0.231924383649662,"Gamma(log)",18,-22526.8215676653,45089.8516083571,15.6625203508811,2.94003061829977e-05
