"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(SelfR)","cond(InflowMPABR)","cond(CorridorIndegreeBR)","cond(InflowLR)","cond(IndegreeNeiBR)","cond(InflowBR)","cond(IndegreeBR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"932",5.73354334804674,"+",0.267317460639885,NA,NA,"+",-0.113611486340461,-0.0657521703684349,NA,-0.0721181965703709,NA,-0.0699403381525917,NA,NA,NA,NA,NA,NA,NA,45989.2822064324,46074.7056948968,0.0196747104553207,0.412427535381378,"Gamma(log)",14,-22980.6411032162,45989.4100603137,154.160494955824,1.51010933503268e-35
"1068",5.71284820985802,"+",NA,0.0550729617976824,NA,"+",NA,-0.0648443635021821,NA,NA,-0.247469690830441,-0.0593347791464021,NA,NA,NA,NA,NA,-0.0308311289509306,NA,45989.322524933,46074.7460133974,0.0152049809690476,0.406090044805443,"Gamma(log)",14,-22980.6612624665,45989.4503788143,154.200813456417,1.47997146208585e-35
"826",5.72416159091348,"+",0.260926901285136,0.043997189237373,NA,NA,-0.125953213702955,-0.0652351588340115,NA,-0.0556604699982138,NA,NA,-0.0333260587935286,NA,NA,NA,NA,NA,NA,45989.3622892148,46062.5824221842,0.0186502560417509,0.412902639834659,"Gamma(log)",12,-22982.6811446074,45989.4572085941,154.207643236303,1.47492614193343e-35
"1688",5.7067021286235,"+",0.252875453667955,0.0319714901720767,NA,NA,NA,-0.0630209488263566,NA,-0.027778507844965,NA,NA,NA,NA,NA,NA,NA,-0.123520550706292,NA,45989.3853633086,46056.5038185306,0.0182507982784482,0.406629206895271,"Gamma(log)",11,-22983.6926816543,45989.4656552794,154.216089921545,1.46871015884769e-35
"3157",5.72270533160997,"+",0.272476515474465,NA,NA,NA,-0.122926215899074,NA,NA,NA,NA,-0.0672336137656335,-0.0487145129513789,NA,NA,NA,NA,NA,NA,45989.4113212313,46050.4280987059,0.0184693917781167,0.421331011771118,"Gamma(log)",10,-22984.7056606157,45989.4782108634,154.228645505573,1.45951878290156e-35
"3491",5.71312525315999,"+",NA,NA,NA,"+",NA,NA,0.0822196655489047,NA,-0.280903461909187,-0.0612744139692109,NA,NA,NA,NA,NA,NA,NA,45989.40717465,46062.6273076194,0.0140794864073785,0.410202775709799,"Gamma(log)",12,-22982.703587325,45989.5020940293,154.252528671481,1.44219346999722e-35
"3703",5.72735194576753,"+",0.264207557372939,NA,NA,NA,-0.12286522165937,NA,NA,NA,NA,-0.0754905241423234,NA,NA,NA,NA,NA,NA,NA,45989.4497788699,46044.364878597,0.0179476370611801,0.419875574134244,"Gamma(log)",9,-22985.724889435,45989.5044901161,154.254924758287,1.44046669420758e-35
"1700",5.72466302714714,"+",0.254122984775033,0.0458129585980771,NA,NA,-0.12184160880795,-0.064953197121405,NA,NA,NA,NA,NA,NA,NA,-0.0659623391591627,NA,NA,NA,45989.4397349119,46056.5581901339,0.0183552341078937,0.410370169270933,"Gamma(log)",11,-22983.719867456,45989.5200268827,154.270461524866,1.42931994896246e-35
"1588",5.71530150002963,"+",NA,0.0676660605737466,NA,"+",-0.0766508680606522,NA,NA,NA,-0.257948773051798,-0.061782641415351,0.0239940962456032,NA,NA,NA,NA,NA,NA,45989.4262039231,46074.8496923875,0.0150442789466173,0.421948203301875,"Gamma(log)",14,-22980.7131019616,45989.5540578044,154.304492446579,1.40520515530153e-35
"3627",5.71252521871642,"+",NA,NA,NA,NA,NA,-0.0654768591502563,NA,NA,-0.224677244236773,-0.061162642832859,NA,NA,NA,NA,NA,NA,NA,45989.6233730229,46044.53847275,0.012507428429402,0.400325770037423,"Gamma(log)",9,-22985.8116865114,45989.6780842691,154.42851891122,1.32071080171472e-35
"1218",5.71734892210897,"+",NA,NA,NA,"+",-0.0622292274511926,-0.0662087197495013,NA,NA,-0.235439221097159,-0.0592923972151965,NA,NA,NA,NA,NA,-0.0209910551714671,NA,45989.587399486,46075.0108879504,0.0147753876319749,0.409907459018504,"Gamma(log)",14,-22980.793699743,45989.7152533673,154.465688009426,1.296392657763e-35
"2220",5.70702144840946,"+",0.269252292849844,0.0303792738806566,NA,"+",NA,NA,NA,NA,NA,-0.0775559798688558,NA,NA,NA,NA,NA,-0.145542977676432,NA,45989.6063379621,46068.928148679,0.019825362253975,0.420078377817502,"Gamma(log)",13,-22981.803168981,45989.7171109383,154.467545580475,1.29518914601694e-35
"1241",5.72038759019253,"+",NA,NA,NA,"+",-0.0653166343953809,-0.0656392925301065,NA,NA,-0.246448050812896,-0.0636584152318291,0.0209213760325967,NA,NA,NA,NA,NA,NA,45989.5916139465,46075.0151024109,0.0145452987573246,0.408358924710653,"Gamma(log)",14,-22980.7958069733,45989.7194678278,154.469902469937,1.2936637361748e-35
"1566",5.71223709918303,"+",NA,0.0669928497759874,NA,"+",-0.0738457859843042,NA,NA,NA,-0.24749381068666,-0.0569262528622361,NA,NA,NA,NA,NA,-0.0182452336075449,NA,45989.6239963619,46075.0474848263,0.0152640626287103,0.423439638103933,"Gamma(log)",14,-22980.8119981809,45989.7518502432,154.502284885319,1.27288641679165e-35
"825",5.7228294418131,"+",0.261761614492224,0.0452769405135176,NA,NA,-0.124334661768077,-0.0650732444419629,NA,NA,NA,NA,-0.0460077022213979,NA,NA,-0.0506538417306161,NA,NA,NA,45989.7306509824,46062.9507839518,0.0189010015983299,0.411821518650147,"Gamma(log)",12,-22982.8653254912,45989.8255703617,154.576005003881,1.22682193320335e-35
"1831",5.7217780994104,"+",0.261638709285275,NA,NA,NA,-0.118312209670754,-0.065238050212224,NA,-0.0561993479481673,NA,NA,-0.033483162661019,NA,NA,NA,NA,NA,NA,45989.7654376053,46056.8838928273,0.0182052081187694,0.410602590325763,"Gamma(log)",11,-22983.8827188026,45989.8457295761,154.596164218208,1.21451816281302e-35
"1112",5.71644273675696,"+",NA,0.0552200446978158,NA,"+",NA,-0.0640886270083212,NA,NA,-0.26292247478129,-0.0641489934502282,0.0214454392295433,NA,NA,NA,NA,NA,NA,45989.7583290673,46075.1818175317,0.0147901207588538,0.403550443421932,"Gamma(log)",14,-22980.8791645337,45989.8861829486,154.636617590753,1.19019925948011e-35
"2082",5.71817160560636,"+",NA,NA,NA,NA,-0.0616027752141447,-0.0663817033719059,NA,NA,-0.218054967318641,-0.0634887152748489,0.0191301342696932,NA,NA,NA,NA,NA,NA,45989.8320739988,46056.9505292208,0.0128910959847087,0.406470688800794,"Gamma(log)",11,-22983.9160369994,45989.9123659696,154.662800611753,1.17471930247607e-35
"2739",5.71341790954131,"+",NA,NA,NA,"+",-0.0596465892482026,NA,0.107507998872491,-0.0578047534425097,-0.267658038161089,NA,NA,NA,NA,NA,NA,NA,NA,45989.8019681729,46069.1237788898,0.0151067757343919,0.417792216953425,"Gamma(log)",13,-22981.9009840865,45989.9127411492,154.663175791349,1.17449895778743e-35
"3033",5.71443974220661,"+",NA,NA,NA,"+",NA,-0.0625335695288769,0.0799206199158324,NA,-0.276064124447431,NA,NA,NA,NA,NA,NA,NA,NA,45989.8306896704,46063.0508226398,0.0141548391059677,0.398310429458282,"Gamma(log)",12,-22982.9153448352,45989.9256090498,154.676043691907,1.1669665474515e-35
"1901",5.71198476480626,"+",NA,0.05227833730266,NA,NA,NA,-0.065470485786972,NA,NA,-0.221830579024478,-0.0596094398578682,NA,NA,NA,NA,NA,-0.0212572762607489,NA,45989.8708616651,46056.9893168871,0.0133273986434361,0.403731165264944,"Gamma(log)",11,-22983.9354308326,45989.9511536359,154.701588278076,1.15215648922123e-35
"2967",5.71475099779158,"+",NA,NA,NA,"+",NA,-0.0647786394908331,NA,NA,-0.252095215330723,-0.061340458393908,NA,NA,NA,NA,NA,NA,NA,45989.8705489961,46063.0906819656,0.0141350460701399,0.401906648742898,"Gamma(log)",12,-22982.9352744981,45989.9654683755,154.71590301767,1.14393952018513e-35
"1118",5.7147947950739,"+",NA,0.0546907200748257,NA,"+",NA,-0.0648191052270116,NA,-0.0174778972334517,-0.256100944944655,-0.0582947899351512,NA,NA,NA,NA,NA,NA,NA,45989.8409368723,46075.2644253367,0.0151621129195118,0.405141375334743,"Gamma(log)",14,-22980.9204684362,45989.9687907536,154.719225395755,1.14204079789405e-35
"1247",5.71878062312923,"+",NA,NA,NA,"+",-0.0637884998778065,-0.0661718802839639,NA,-0.0104297402772181,-0.241457971855106,-0.0586725117629188,NA,NA,NA,NA,NA,NA,NA,45989.8502358637,46075.2737243281,0.0147626471694762,0.409357989564847,"Gamma(log)",14,-22980.9251179319,45989.978089745,154.728524387167,1.13674320920965e-35
"1594",5.71355618033057,"+",NA,0.0670601910202682,NA,"+",-0.0755760666935495,NA,NA,-0.00598676394019114,-0.25334592711346,-0.0566921267334512,NA,NA,NA,NA,NA,NA,NA,45989.8671783248,46075.2906667892,0.0151998308898548,0.42282647377395,"Gamma(log)",14,-22980.9335891624,45989.9950322061,154.745466848246,1.12715426782969e-35
"1923",5.71482116557453,"+",NA,0.0524798340461906,NA,NA,NA,-0.0648508567969085,NA,NA,-0.233875080660051,-0.0639037772681788,0.0196726950229317,NA,NA,NA,NA,NA,NA,45989.9410895478,46057.0595447698,0.0130810600046279,0.401912480458027,"Gamma(log)",11,-22983.9705447739,45990.0213815186,154.771816160785,1.11240179058065e-35
"1699",5.72966523553631,"+",0.261278084536709,0.0442873540368211,NA,NA,-0.133684385903277,-0.0646201123894648,NA,NA,NA,NA,-0.0640684583353036,NA,NA,NA,NA,NA,NA,45989.9572271395,46057.0756823615,0.0184277143862834,0.41174738601689,"Gamma(log)",11,-22983.9786135698,45990.0375191103,154.787953752464,1.10346216216044e-35
"3807",5.71101180462356,"+",NA,0.056238994244831,NA,NA,NA,NA,0.0876876028610677,NA,-0.261908014031044,NA,NA,NA,NA,NA,NA,NA,NA,45990.0085746617,46044.9236743888,0.0127346860449741,0.408346689178304,"Gamma(log)",9,-22986.0042873308,45990.0632859079,154.813720550024,1.08933700448242e-35
"3541",5.70989433554878,"+",NA,NA,NA,NA,-0.0574507610722408,NA,0.108008895586938,-0.0495834265155805,-0.242173381305655,NA,NA,NA,NA,NA,NA,NA,NA,45990.0047775143,46051.0215549888,0.0132966671065033,0.41547572788575,"Gamma(log)",10,-22985.0023887571,45990.0716671464,154.822101788559,1.08478155957705e-35
"75",5.727929183043,"+",0.270370894958378,0.0433822023726985,NA,"+",-0.119484146629487,-0.065734884140629,NA,NA,NA,-0.0718653528289207,-0.0220008244744264,NA,NA,-0.075629132526835,NA,NA,NA,45989.9206107734,46087.5474547326,0.0207313954178296,0.413805749373943,"Gamma(log)",16,-22978.9603053867,45990.0863128751,154.836747517256,1.0768668658509e-35
"2807",5.72239645609638,"+",0.254664777097888,NA,NA,NA,-0.113870268837028,-0.0649346459754869,NA,NA,NA,NA,NA,NA,NA,-0.0653253948964835,NA,NA,NA,45990.0258751952,46051.0426526697,0.017877847196057,0.407916832084885,"Gamma(log)",10,-22985.0129375976,45990.0927648273,154.843199469426,1.07339851650923e-35
"1987",5.71684464283064,"+",NA,0.0647990007108998,NA,NA,-0.0739095770491261,-0.0661804253497345,NA,-0.012126032657642,-0.217542673635659,NA,NA,NA,NA,NA,NA,NA,NA,45990.0161647415,46057.1346199635,0.0136237448504967,0.409654376250731,"Gamma(log)",11,-22984.0080823708,45990.0964567123,154.846891354478,1.07141891221981e-35
"2059",5.71597796616203,"+",NA,NA,NA,NA,-0.0598165397813483,-0.0668223702474386,NA,NA,-0.210557247494795,-0.0595882992075688,NA,NA,NA,NA,NA,-0.0117372592948147,NA,45990.0204156739,46057.1388708959,0.0130076524371688,0.40748863144753,"Gamma(log)",11,-22984.010207837,45990.1007076447,154.851142286869,1.06914406595188e-35
"2226",5.72516898847573,"+",0.270485910693585,0.0420396246154057,NA,NA,-0.128532051168114,NA,-0.0362618917296763,NA,NA,-0.0748578900131032,NA,NA,NA,NA,NA,NA,NA,45990.0274002747,46057.1458554967,0.0186790905284605,0.422815114554084,"Gamma(log)",11,-22984.0137001374,45990.1076922455,154.858126887673,1.06541680584443e-35
"3998",5.70110541330648,"+",0.256204165189649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.136392976193428,NA,45990.0797417148,46038.8931636945,0.0177334893324575,0.415377844445394,"Gamma(log)",8,-22987.0398708574,45990.1234974122,154.873932054354,1.05703044136091e-35
"1954",5.71719728268352,"+",NA,0.0649202284125434,NA,NA,-0.0737210131386479,-0.0660669418515953,NA,NA,-0.21510907914165,NA,NA,NA,NA,NA,NA,-0.0118504306462801,NA,45990.0553886359,46057.1738438579,0.013529430671615,0.409640798485801,"Gamma(log)",11,-22984.0276943179,45990.1356806067,154.886115248839,1.05061100978555e-35
"2088",5.71640870460725,"+",NA,NA,NA,NA,-0.0609298812527283,-0.0667709551867891,NA,-0.00493584463691691,-0.214446554620269,-0.0592302576143604,NA,NA,NA,NA,NA,NA,NA,45990.1102238778,46057.2286790998,0.0130075626688183,0.407163581770846,"Gamma(log)",11,-22984.0551119389,45990.1905158486,154.940950490796,1.02219705675705e-35
"821",5.72488623300298,"+",0.256397024585692,0.0440694013630604,NA,NA,-0.124121667427269,-0.0652307245770929,-0.00286625074018707,-0.069752676572412,NA,NA,NA,NA,NA,NA,NA,NA,NA,45990.1196217662,46063.3397547357,0.0183587805577912,0.412400153560047,"Gamma(log)",12,-22983.0598108831,45990.2145411456,154.96497578772,1.00999122183631e-35
"1929",5.71243521051831,"+",NA,0.0521639776955612,NA,NA,NA,-0.0654001139789045,NA,-0.0109291525716408,-0.228701481647896,-0.058777038799355,NA,NA,NA,NA,NA,NA,NA,45990.1343622648,46057.2528174868,0.0133139403208189,0.403037812014836,"Gamma(log)",11,-22984.0671811324,45990.2146542356,154.965088877791,1.00993411346145e-35
"1980",5.71835330752953,"+",NA,0.0652025504184946,NA,NA,-0.075510933960644,-0.0658559696267293,NA,NA,-0.220471777933863,NA,0.0025923830490901,NA,NA,NA,NA,NA,NA,45990.1671736405,46057.2856288625,0.0134486309719573,0.409013412412949,"Gamma(log)",11,-22984.0835868202,45990.2474656113,154.997900253409,9.93500619655777e-36
"3924",5.71425056807155,"+",NA,NA,NA,NA,-0.0633977210023459,NA,0.0865775306161129,NA,-0.245045565422534,NA,NA,NA,NA,NA,NA,NA,NA,45990.2205067913,46045.1356065184,0.0122819351924718,0.413154969630893,"Gamma(log)",9,-22986.1102533957,45990.2752180375,155.02565267968,9.79809801342695e-36
"3156",5.72303999552454,"+",0.271347976232283,NA,NA,NA,-0.121512812189304,NA,-0.0361223003510959,NA,NA,-0.0762695428050414,NA,NA,NA,NA,NA,NA,NA,45990.236680846,46051.2534583205,0.0182954466790955,0.42076596045503,"Gamma(log)",10,-22985.118340423,45990.3035704781,155.054005120248,9.66017792019166e-36
"1830",5.72055676287239,"+",0.262450659942825,NA,NA,NA,-0.116554432343545,-0.0650579013153396,NA,NA,NA,NA,-0.0468181645955484,NA,NA,-0.0497432534623354,NA,NA,NA,45990.2580265514,46057.3764817734,0.018441194562071,0.409444364117194,"Gamma(log)",11,-22984.1290132757,45990.3383185222,155.088753164368,9.49379136314705e-36
"408",5.72649864017465,"+",0.271305057423782,NA,NA,"+",-0.112040878427498,-0.0657408782001416,NA,NA,NA,-0.0733369269573339,-0.0226000827057117,NA,NA,-0.0743750100958452,NA,NA,NA,45990.2519868916,46081.7771531035,0.0203362983830975,0.411618598740684,"Gamma(log)",15,-22980.1259934458,45990.3981501072,155.148584749397,9.21398327850253e-36
"3392",5.70905803001796,"+",NA,0.0588869412163667,NA,"+",NA,NA,0.0836700408130182,NA,-0.288084556465181,NA,NA,NA,NA,NA,NA,NA,NA,45990.3278848688,46063.5480178383,0.0143574297268468,0.409985506335774,"Gamma(log)",12,-22983.1639424344,45990.4228042482,155.173238890326,9.10109905272912e-36
"2550",5.71366131506731,"+",NA,0.0641201215294991,NA,NA,-0.0723337925724008,NA,NA,NA,-0.229995828624348,-0.062152563089833,0.0220321415421611,NA,NA,NA,NA,NA,NA,45990.3706731621,46057.4891283841,0.0134271481689223,0.420194177265612,"Gamma(log)",11,-22984.185336581,45990.4509651329,155.201399775025,8.97384951941026e-36
"2806",5.72732867512946,"+",0.26196165390043,NA,NA,NA,-0.126134897980113,-0.0646212565141647,NA,NA,NA,NA,-0.064559461570041,NA,NA,NA,NA,NA,NA,45990.4027884269,46051.4195659015,0.0179364878453179,0.40939711920819,"Gamma(log)",10,-22985.2013942135,45990.469678059,155.220112701179,8.89027760616368e-36
"3384",5.7096793583791,"+",NA,0.0694202837628823,NA,"+",-0.0794253368353921,NA,NA,NA,-0.252863473562997,NA,NA,NA,NA,NA,NA,NA,NA,45990.4370573718,46063.6571903412,0.0145714421145458,0.420745175167817,"Gamma(log)",12,-22983.2185286859,45990.5319767512,155.282411393309,8.61761987331388e-36
"3545",5.71297175982869,"+",NA,NA,NA,"+",-0.0672220226376078,NA,0.0824598920315344,NA,-0.270534450912975,NA,NA,NA,NA,NA,NA,NA,NA,45990.4775417659,46063.6976747354,0.0138391968971303,0.415067887545291,"Gamma(log)",12,-22983.2387708829,45990.5724611453,155.322895787423,8.44493398101926e-36
"2372",5.70665111041296,"+",0.27107168472989,NA,NA,"+",NA,NA,NA,-0.0202141080968488,NA,-0.0767025768530634,NA,NA,NA,NA,NA,-0.133966355895481,NA,45990.490084656,46069.8118953729,0.0198209500714684,0.419495526411924,"Gamma(log)",13,-22982.245042328,45990.6008576322,155.351292274405,8.32587794542187e-36
"1826",5.72254132656282,"+",0.256981502091584,NA,NA,NA,-0.116437888183487,-0.0652328563959781,-0.00219073936708327,-0.0706489372982756,NA,NA,NA,NA,NA,NA,NA,NA,NA,45990.5310507166,46057.6495059386,0.0179101930638896,0.410091233470732,"Gamma(log)",11,-22984.2655253583,45990.6113426874,155.361777329577,8.28234351554683e-36
"2527",5.71132310166199,"+",NA,0.0637324364886673,NA,NA,-0.0709244830360956,NA,NA,NA,-0.223597995247985,-0.0578171453269619,NA,NA,NA,NA,NA,-0.00966287842690252,NA,45990.6966416465,46057.8150968685,0.0136166690434025,0.421236320804954,"Gamma(log)",11,-22984.3483208233,45990.7769336173,155.527368259493,7.62422361763836e-36
"3681",5.70232925568599,"+",0.255120595037675,0.032338198583258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.137774817781001,NA,45990.7345342063,46045.6496339334,0.0177584663979369,0.416344683770738,"Gamma(log)",9,-22986.3672671032,45990.7892454525,155.539680094669,7.57743369060043e-36
"523",5.71725664097258,"+",NA,0.0550682580558668,NA,"+",NA,-0.0646614896267656,NA,-0.0366888032942107,-0.257917324884439,-0.0641090233060755,0.0413819921730432,NA,NA,NA,NA,NA,NA,45990.7844017604,46082.3095679722,0.0153267140990734,0.40521342971282,"Gamma(log)",15,-22980.3922008802,45990.930564976,155.680999618111,7.0604925641354e-36
"544",5.71664362418278,"+",NA,0.0686649450947416,NA,"+",-0.0773989705189449,-0.0653871743301585,NA,-0.0247836545766429,-0.247765095529963,NA,0.0184475013243642,NA,NA,NA,NA,NA,NA,45990.8436364842,46082.368802696,0.0156268254986268,0.412090008007859,"Gamma(log)",15,-22980.4218182421,45990.9897996998,155.740234341916,6.8544457438733e-36
"3025",5.71469262352447,"+",NA,NA,NA,"+",-0.0677439878164954,-0.0653795505603852,NA,NA,-0.24143750970465,NA,NA,NA,NA,NA,NA,NA,NA,45990.9091460069,46064.1292789764,0.0139976890794338,0.40691836821528,"Gamma(log)",12,-22983.4545730035,45991.0040653863,155.754500028437,6.80572801127278e-36
"3944",5.70526612581331,"+",NA,NA,NA,NA,NA,NA,0.110250216828786,-0.0564373883887881,-0.249876118938145,NA,NA,NA,NA,NA,NA,NA,NA,45990.9739976967,46045.8890974238,0.0131816261831615,0.4095219552846,"Gamma(log)",9,-22986.4869988484,45991.0287089429,155.779143585103,6.72238386783652e-36
"3568",5.70959256395586,"+",NA,NA,NA,"+",NA,NA,0.110638986774356,-0.0664233423555756,-0.274626173017444,NA,NA,NA,NA,NA,NA,NA,NA,45990.9936057249,46064.2137386943,0.0150179736094655,0.41173897591346,"Gamma(log)",12,-22983.4968028624,45991.0885251042,155.838959746383,6.52430708191111e-36
"3094",5.71858241497262,"+",0.259277321979585,0.0440906138428812,NA,NA,-0.123894285630906,NA,NA,-0.0700631116883055,NA,NA,NA,NA,NA,NA,NA,NA,NA,45991.1082950903,46052.1250725648,0.0175030182989638,0.422498089756043,"Gamma(log)",10,-22985.5541475452,45991.1751847224,155.925619364571,6.24764719536919e-36
"2065",5.71256690955536,"+",NA,NA,NA,"+",NA,-0.0652191954854544,NA,NA,-0.239729273985107,-0.0605876427255257,NA,NA,NA,NA,NA,-0.0306408279485669,NA,45991.0690086818,46070.3908193987,0.0144392102180083,0.403863918051046,"Gamma(log)",13,-22982.5345043409,45991.1797816581,155.93021630025,6.23330366959684e-36
"77",5.73388209747455,"+",0.268436896197811,0.0410541087220527,NA,"+",-0.12180311101214,-0.065711584050855,NA,-0.0640154958542856,NA,-0.0664649232701661,-0.0158006604668907,NA,NA,NA,NA,NA,NA,45991.0251848974,46088.6520288566,0.0201132681694506,0.414663066347913,"Gamma(log)",16,-22979.5125924487,45991.1908869991,155.941321641258,6.19878810363512e-36
"712",5.71559661134574,"+",NA,0.0671070015499188,NA,"+",-0.0736197134583319,NA,NA,-0.0232573746083222,-0.255069420805437,-0.0617993305233218,0.0365255193948225,NA,NA,NA,NA,NA,NA,45991.0464301594,46082.5715963712,0.015366625635647,0.422739840282278,"Gamma(log)",15,-22980.5232150797,45991.192593375,155.943028017122,6.1935016279309e-36
"3653",5.71599025037686,"+",NA,NA,NA,NA,-0.0638047741730589,-0.0660976371093475,NA,NA,-0.213227052042457,NA,NA,NA,NA,NA,NA,NA,NA,45991.1419176265,46046.0570173536,0.0122833422368007,0.404869906827548,"Gamma(log)",9,-22986.5709588132,45991.1966288727,155.947063514825,6.18101729649359e-36
"568",5.72076442667978,"+",NA,NA,NA,"+",-0.0618576252016168,-0.0660041448909484,NA,-0.0273105552601235,-0.24314959994504,-0.0636787764860958,0.0356574234181409,NA,NA,NA,NA,NA,NA,45991.0675006501,46082.5926668619,0.0149362844187277,0.409282740807601,"Gamma(log)",15,-22980.5337503251,45991.2136638657,155.964098507866,6.12859407740154e-36
"2902",5.71049374868843,"+",NA,0.0565308299570948,NA,"+",NA,-0.0637254719489221,NA,NA,-0.258451610113832,NA,NA,NA,NA,NA,NA,NA,NA,45991.1424107023,46064.3625436717,0.0144445821297876,0.401919833460564,"Gamma(log)",12,-22983.5712053511,45991.2373300816,155.987764723781,6.05650114499908e-36
"410",5.73243389087067,"+",0.269376310360579,NA,NA,"+",-0.114633746148121,-0.0657415843258626,NA,-0.0650186108949212,NA,-0.0679861100206253,-0.0153746790378191,NA,NA,NA,NA,NA,NA,45991.128424504,46082.6535907158,0.0197438072095608,0.412607511272296,"Gamma(log)",15,-22980.564212252,45991.2745877196,156.025022361726,5.94472008871645e-36
"70",5.73414457102224,"+",0.267890176267692,0.0410853760589358,NA,"+",-0.121073204483905,-0.0657058467225727,-0.00941574432510059,-0.0674514048650725,NA,-0.0689764089272929,NA,NA,NA,NA,NA,NA,NA,45991.1215494639,46088.7483934231,0.0200912372016341,0.414577190302628,"Gamma(log)",16,-22979.5607747319,45991.2872515656,156.037686207761,5.90719749919463e-36
"3326",5.70880111287563,"+",NA,0.0553396171211337,NA,"+",NA,NA,NA,NA,-0.262382596344124,-0.0595546009243052,NA,NA,NA,NA,NA,NA,NA,45991.1950513328,46064.4151843022,0.0142753938837671,0.413720569224339,"Gamma(log)",12,-22983.5975256664,45991.2899707121,156.040405354295,5.89917168846631e-36
"2932",5.71095016918897,"+",NA,NA,NA,NA,NA,-0.0658138970643179,NA,NA,-0.215237189151484,-0.0606472957688122,NA,NA,NA,NA,NA,-0.0213312116722668,NA,45991.2315752582,46052.2483527327,0.0126622464611156,0.401643158179849,"Gamma(log)",10,-22985.6157876291,45991.2984648903,156.04889953247,5.87417050946014e-36
"3485",5.7125334415941,"+",NA,NA,NA,"+",-0.0640402774874193,NA,NA,NA,-0.246198712950973,-0.0592559527654676,NA,NA,NA,NA,NA,NA,NA,45991.2122533251,46064.4323862946,0.0138649429970736,0.418432422249389,"Gamma(log)",12,-22983.6061266626,45991.3071727045,156.057607346665,5.84865051294798e-36
"3607",5.71244102343288,"+",NA,0.0536891413762701,NA,NA,NA,-0.0644694587525457,NA,NA,-0.229556830325129,NA,NA,NA,NA,NA,NA,NA,NA,45991.3052438652,46046.2203435923,0.0126614833025964,0.400146276017748,"Gamma(log)",9,-22986.6526219326,45991.3599551114,156.110389753587,5.69631656693001e-36
"403",5.73274738287899,"+",0.268748666971858,NA,NA,"+",-0.113900666005526,-0.0657367360404712,-0.00856295111112765,-0.068612283161106,NA,-0.0704037173041534,NA,NA,NA,NA,NA,NA,NA,45991.2273706063,46082.7525368181,0.0197220399331654,0.412518976283501,"Gamma(log)",15,-22980.6136853032,45991.3735338219,156.123968464068,5.6577732404184e-36
