"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(SelfR)","cond(InflowMPABR)","cond(CorridorIndegreeBR)","cond(InflowLR)","cond(IndegreeNeiBR)","cond(InflowBR)","cond(IndegreeBR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"499",5.82628915338196,"+",NA,0.0152737474560295,"+","+",-0.116433129084916,-0.0667754350437688,-0.0150532252904409,NA,NA,-0.0376379775223419,NA,NA,NA,NA,NA,NA,NA,45890.2752056773,45987.9020496366,0.0473135284171396,0.420398559951147,"Gamma(log)",16,-22929.1376028386,45890.440907779,55.1913424211816,4.67613245588123e-14
"1325",5.78860620398943,"+",0.0296016676878717,0.00653510383492777,"+",NA,NA,NA,NA,0.0183588411872507,NA,-0.0450004883313159,NA,NA,NA,NA,NA,-0.117885613346698,NA,45890.3936836355,45969.7154943524,0.0442042918167056,0.424858239591699,"Gamma(log)",13,-22932.1968418178,45890.5044566118,55.2548912539569,4.52988681517682e-14
"841",5.81549107948445,"+",0.0150890058585743,0.0167341102118005,"+","+",-0.122057920919285,-0.0652424242874438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45890.3630574295,45981.8882236413,0.0480119390325357,0.420754988232965,"Gamma(log)",15,-22930.1815287148,45890.5092206451,55.2596552872492,4.51910939047633e-14
"3456",5.79959203575148,"+",NA,NA,"+","+",NA,NA,NA,NA,NA,-0.0401728161018947,NA,NA,NA,NA,NA,-0.111567137178319,NA,45890.494064192,45969.815874909,0.0429624240829421,0.423444489669668,"Gamma(log)",13,-22932.247032096,45890.6048371683,55.3552718104693,4.30814180454916e-14
"996",5.81311855750387,"+",0.0176136971859054,NA,"+","+",-0.119386524998793,-0.0653177197981526,-0.0165246125658552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45890.4703186176,45981.9954848294,0.047759196943307,0.42008491929374,"Gamma(log)",15,-22930.2351593088,45890.6164818332,55.3669164753301,4.28313125133716e-14
"618",5.79632370929971,"+",0.0408301040682931,0.0162575046558116,"+",NA,-0.116453536102241,NA,NA,NA,NA,-0.0371898634672391,-0.0174521814593547,NA,NA,-0.0210913099669667,NA,NA,NA,45890.5017612289,45975.9252496932,0.0458760340664235,0.431004068368176,"Gamma(log)",14,-22931.2508806144,45890.6296151101,55.3800497523043,4.25509762091079e-14
"621",5.79733162303272,"+",0.0402873779745675,0.0158832807398981,"+",NA,-0.117904791187888,NA,NA,-0.0164201653785864,NA,-0.0352160738341618,-0.0164577193833118,NA,NA,NA,NA,NA,NA,45890.6624105873,45976.0858990517,0.045954219636039,0.43152017492571,"Gamma(log)",14,-22931.3312052937,45890.7902644686,55.5406991107375,3.92667505256307e-14
"1411",5.79509748172044,"+",0.030959878992508,0.016672557421426,"+",NA,-0.118381315560743,NA,-0.00292039840943952,-0.0268986174534967,NA,NA,NA,NA,NA,NA,NA,NA,NA,45890.7213088143,45970.0431195312,0.0456198914237051,0.430562035842334,"Gamma(log)",13,-22932.3606544072,45890.8320817906,55.5825164327543,3.84542590045508e-14
"393",5.80049215212505,"+",0.0234481080784416,NA,"+","+",NA,-0.0646830906389488,NA,0.0179442302448376,NA,-0.045107726761834,NA,NA,NA,NA,NA,-0.123047005405342,NA,45890.6838370997,45988.310681059,0.0457524028814827,0.41582874776491,"Gamma(log)",16,-22929.3419185499,45890.8495392015,55.5999738436294,3.81200637726174e-14
"613",5.79652982076859,"+",0.0398295629312013,0.0158947697082912,"+",NA,-0.117127773572629,NA,-0.00692365341125397,-0.0208965620031422,NA,-0.0377030459055888,NA,NA,NA,NA,NA,NA,NA,45890.8076905882,45976.2311790526,0.0459708612194479,0.431502560142565,"Gamma(log)",14,-22931.4038452941,45890.9355444695,55.6859791116585,3.65155470952626e-14
"485",5.80994751006643,"+",NA,0.00651594250844093,"+","+",NA,-0.0656362018682348,NA,0.020546886666382,NA,-0.043121752676628,NA,NA,NA,NA,NA,-0.122057145995834,NA,45890.8507264331,45988.4775703924,0.0451031387955829,0.414664938456061,"Gamma(log)",16,-22929.4253632166,45891.0164285349,55.7668631770139,3.50682472762048e-14
"246",5.79768594181308,"+",0.0272725584550285,0.00663200015931138,"+","+",NA,-0.0647533687191478,NA,NA,NA,-0.0435736436726453,NA,NA,NA,NA,NA,-0.11495020612483,NA,45890.8721754632,45988.4990194225,0.0453601634795933,0.416260190759712,"Gamma(log)",16,-22929.4360877316,45891.0378775649,55.7883122070998,3.46941668318424e-14
"2272",5.78729451374935,"+",0.0181593052312961,0.00711492132592033,"+",NA,NA,NA,NA,0.0112902428771234,NA,NA,NA,NA,NA,NA,NA,-0.11417225207185,NA,45891.1171339913,45964.3372669607,0.0437239168824141,0.423233925898846,"Gamma(log)",12,-22933.5585669956,45891.2120533706,55.9624880127813,3.18005526050512e-14
"3554",5.81208610605836,"+",NA,NA,"+","+",-0.116763323655325,NA,NA,NA,NA,NA,-0.0304705065759332,NA,NA,NA,NA,NA,NA,45891.1373438226,45970.4591545395,0.0450637866465983,0.427984333130575,"Gamma(log)",13,-22932.5686719113,45891.2481167989,55.9985514410073,3.12322730565973e-14
"542",5.81674353963072,"+",NA,0.0166129337918883,"+","+",-0.115994733653452,-0.0666097724703287,NA,NA,NA,NA,-0.0233087939748332,NA,NA,-0.0233889796839834,NA,NA,NA,45891.1106876427,45988.737531602,0.0465487952377723,0.419724018094712,"Gamma(log)",16,-22929.5553438214,45891.2763897445,56.0268243866303,3.07938649507522e-14
"83",5.80762735708626,"+",0.0341613114012516,0.0166645378944436,"+","+",-0.11546838988447,-0.065666372116856,NA,NA,NA,-0.0405273336803721,NA,NA,NA,-0.0367132614409451,NA,NA,NA,45891.0916217774,45994.8201434842,0.0475865321530955,0.421813981772893,"Gamma(log)",17,-22928.5458108887,45891.2780934411,56.0285280832177,3.07676444189813e-14
"3557",5.80670065865446,"+",NA,NA,"+","+",-0.113102875160642,NA,NA,NA,NA,NA,NA,NA,NA,-0.0307413008718664,NA,NA,NA,45891.2044753592,45970.5262860762,0.0448570957942729,0.427440362499974,"Gamma(log)",13,-22932.6022376796,45891.3152483355,56.0656829776708,3.02013366914527e-14
"449",5.80600931144318,"+",0.0258394442840151,NA,"+","+",-0.116420979228537,-0.0655299455941862,NA,NA,NA,NA,-0.0257944046770467,NA,NA,-0.0250003412330507,NA,NA,NA,45891.1894470656,45988.8162910249,0.0472480878685919,0.420374289621675,"Gamma(log)",16,-22929.5947235328,45891.3551491674,56.1055838095417,2.96047780458858e-14
"3562",5.80859853045419,"+",NA,NA,"+","+",-0.113659293413793,NA,NA,-0.0273501163369589,NA,NA,NA,NA,NA,NA,NA,NA,NA,45891.2538060027,45970.5756167196,0.0448602398176318,0.428346821831141,"Gamma(log)",13,-22932.6269030013,45891.3645789789,56.1150136210854,2.94655228525348e-14
"2709",5.81248218520033,"+",NA,NA,"+","+",-0.110224638566667,NA,NA,NA,NA,-0.0371498908112514,NA,NA,NA,-0.0309283665864917,NA,NA,NA,45891.2798555093,45976.7033439737,0.0448393973952812,0.428097882407954,"Gamma(log)",14,-22931.6399277547,45891.4077093906,56.1581440327718,2.88368953894313e-14
"341",5.81198845831623,"+",0.0232937129611955,0.0166632988101019,"+","+",-0.121883310617957,-0.0654591094891813,NA,NA,NA,NA,-0.0341074696935043,NA,NA,NA,NA,NA,NA,45891.2865041403,45988.9133480996,0.0475973863212989,0.421344930231879,"Gamma(log)",16,-22929.6432520701,45891.452206242,56.2026408841703,2.82024042515762e-14
"545",5.81869482766141,"+",NA,0.0159638253787288,"+","+",-0.116895615208874,-0.0665340293248575,NA,-0.0170243099306222,NA,NA,-0.0225700860971456,NA,NA,NA,NA,NA,NA,45891.2968990679,45988.9237430272,0.0466873967285475,0.42032102912649,"Gamma(log)",16,-22929.6484495339,45891.4626011696,56.2130358117865,2.80562035417426e-14
"140",5.80774622084489,"+",0.0346297182073738,NA,"+","+",-0.113894277742232,-0.0657654390896231,NA,NA,NA,-0.0382894704203197,-0.015073689324929,NA,NA,-0.0304884910326823,NA,NA,NA,45891.2790512993,45995.007573006,0.0475461518345885,0.421227558765958,"Gamma(log)",17,-22928.6395256497,45891.4655229629,56.2159576050835,2.80152462524865e-14
"344",5.80579719331759,"+",0.0232758216771553,0.0176144753678146,"+","+",-0.117846431518668,-0.0653642291548124,NA,NA,NA,NA,NA,NA,NA,-0.0352110360071883,NA,NA,NA,45891.3259987452,45988.9528427044,0.0472999370835715,0.420755099627499,"Gamma(log)",16,-22929.6629993726,45891.4917008469,56.2421354890612,2.76509456750427e-14
"452",5.80791941970377,"+",0.0257335125660358,NA,"+","+",-0.117261667920822,-0.0654695645910509,NA,-0.0199046386618351,NA,NA,-0.0240844144751862,NA,NA,NA,NA,NA,NA,45891.3526267097,45988.979470669,0.0473336351390119,0.421029035366569,"Gamma(log)",16,-22929.6763133549,45891.5183288115,56.2687634536342,2.72852413665739e-14
"1142",5.8022275688765,"+",NA,0.00728898100097966,"+","+",NA,-0.0648427644991151,NA,0.0131898277145233,NA,NA,NA,NA,NA,NA,NA,-0.119614477545401,NA,45891.403637779,45982.9288039908,0.0449264730869227,0.413829626646649,"Gamma(log)",15,-22930.7018188895,45891.5498009946,56.3002356367142,2.6859238908265e-14
"980",5.79729640608421,"+",0.0117142057551306,NA,"+","+",NA,-0.0643446881778048,NA,0.0116466625989995,NA,NA,NA,NA,NA,NA,NA,-0.119840611220714,NA,45891.4179690688,45982.9431352806,0.0452866124298596,0.414291557314201,"Gamma(log)",15,-22930.7089845344,45891.5641322844,56.3145669265796,2.66674630584929e-14
"349",5.80740768495748,"+",0.0245798966856079,0.0165775141261512,"+","+",-0.118462250079199,-0.0652989420166436,NA,-0.0312542531677244,NA,NA,NA,NA,NA,NA,NA,NA,NA,45891.4024934312,45989.0293373905,0.0473435995467847,0.421800074627139,"Gamma(log)",16,-22929.7012467156,45891.568195533,56.3186301751193,2.66133397910153e-14
"808",5.79549326784112,"+",0.0146180813196175,0.00732715639893115,"+","+",NA,-0.0643898412407452,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.114724119258343,NA,45891.4518664487,45982.9770326605,0.045012176788356,0.414706079439373,"Gamma(log)",15,-22930.7259332244,45891.5980296643,56.3484643064658,2.62192931701033e-14
"165",5.82166239241169,"+",NA,0.0157093202389485,"+","+",-0.112788410580361,-0.0671448972164579,NA,NA,NA,-0.0353572667281704,-0.0127002963140195,NA,NA,-0.0277267504398787,NA,NA,NA,45891.4538982885,45995.1824199953,0.0466394443410153,0.42007161999012,"Gamma(log)",17,-22928.7269491443,45891.6403699522,56.3908045943244,2.56700611331222e-14
"86",5.81052532051722,"+",0.033146948692728,0.0156781852252093,"+","+",-0.11682985746477,-0.0655663722471546,NA,-0.0273089739880347,NA,-0.0375693157472285,NA,NA,NA,NA,NA,NA,NA,45891.4945526835,45995.2230743902,0.0477140190922849,0.422644916971566,"Gamma(log)",17,-22928.7472763417,45891.6810243471,56.4314589892383,2.51535283492886e-14
"2712",5.81472306928896,"+",NA,NA,"+","+",-0.111667887720088,NA,NA,-0.0225914588046034,NA,-0.0347553328579901,NA,NA,NA,NA,NA,NA,NA,45891.591375863,45977.0148643273,0.0449879140067325,0.428872589492165,"Gamma(log)",14,-22931.7956879315,45891.7192297443,56.4696643864154,2.46775884202702e-14
"3385",5.81284333524094,"+",NA,0.0163328320603148,"+","+",-0.119966703984223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45891.6679248168,45970.9897355337,0.0455691968046458,0.428507042970764,"Gamma(log)",13,-22932.8339624084,45891.778697793,56.5291324351929,2.39546259602456e-14
"2402",5.80640226652027,"+",0.0315531314129668,NA,"+","+",-0.118274153417073,NA,NA,NA,NA,-0.0397020044898013,NA,NA,NA,NA,NA,NA,NA,45891.6725432057,45977.09603167,0.0465626708886342,0.430080240293937,"Gamma(log)",14,-22931.8362716028,45891.8003970869,56.5508317290878,2.36961315480873e-14
"2706",5.8173995137245,"+",NA,NA,"+","+",-0.114488143234116,NA,NA,NA,NA,-0.033074920762719,-0.0219532499833831,NA,NA,NA,NA,NA,NA,45891.6725545417,45977.096043006,0.0452064171699145,0.428530298198849,"Gamma(log)",14,-22931.8362772708,45891.800408423,56.5508430651098,2.36959972385337e-14
"80",5.8148110734291,"+",0.0305932081466177,0.015823519083221,"+","+",-0.119996843285772,-0.065667661445852,NA,NA,NA,-0.0354376729284132,-0.0259308128196696,NA,NA,NA,NA,NA,NA,45891.6275129306,45995.3560346374,0.0479539179595136,0.422137832112286,"Gamma(log)",17,-22928.8137564653,45891.8139845943,56.5644192364198,2.35356914797573e-14
"540",5.81735648168551,"+",NA,0.0160324716612777,"+","+",-0.116052533841696,-0.0663379634172699,-0.00306215249126659,-0.0267986240515169,NA,NA,NA,NA,NA,NA,NA,NA,NA,45891.6488683971,45989.2757123563,0.0467515050623038,0.420385278688728,"Gamma(log)",16,-22929.8244341985,45891.8145704988,56.5650051409611,2.35287976553262e-14
"143",5.81073511333542,"+",0.0332557057789825,NA,"+","+",-0.115449463354253,-0.0656808838008303,NA,-0.0202019690138952,NA,-0.0359179315608317,-0.0156160806842034,NA,NA,NA,NA,NA,NA,45891.6506903346,45995.3792120413,0.0476870772477899,0.421873798796095,"Gamma(log)",17,-22928.8253451673,45891.8371619982,56.587596640391,2.32645176762063e-14
"447",5.80725975994668,"+",0.023844573851556,NA,"+","+",-0.116185709998017,-0.0653435700089815,-0.00415451622527735,-0.0297255623159343,NA,NA,NA,NA,NA,NA,NA,NA,NA,45891.7466099673,45989.3734539266,0.0473475830493819,0.420978834422642,"Gamma(log)",16,-22929.8733049837,45891.912312069,56.6627467112048,2.24065722073465e-14
"2563",5.81850626342659,"+",NA,0.0152296292080925,"+","+",-0.116940305517898,NA,NA,NA,NA,-0.0366356923406031,NA,NA,NA,NA,NA,NA,NA,45891.7993123331,45977.2228007975,0.0455893260791793,0.429137016714349,"Gamma(log)",14,-22931.8996561665,45891.9271662144,56.6776008565284,2.22407734293864e-14
"3237",5.80428099986032,"+",0.0212384136965267,NA,"+","+",-0.120257516453434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45891.8181658625,45971.1399765794,0.046252801295885,0.428864101110369,"Gamma(log)",13,-22932.9090829313,45891.9289388388,56.6793734809398,2.22210698934639e-14
"3546",5.81159423033112,"+",NA,NA,"+","+",-0.117167276552239,NA,-0.0137888560475492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45891.8329198218,45971.1547305387,0.0453217162694204,0.427760015384603,"Gamma(log)",13,-22932.9164599109,45891.9436927981,56.6941274402488,2.20577486623169e-14
"138",5.81027971812003,"+",0.0330790211322754,NA,"+","+",-0.114790304873904,-0.0656226290352066,-0.00782635016942536,-0.0242123849261812,NA,-0.0383515454366936,NA,NA,NA,NA,NA,NA,NA,45891.7669159965,45995.4954377032,0.0476917964827342,0.42188059209589,"Gamma(log)",17,-22928.8834579982,45891.9533876601,56.7038223022464,2.19510839813917e-14
"586",5.79116926933508,"+",0.0243593816133072,0.00155522189193057,"+","+",NA,NA,NA,NA,NA,-0.00609706313928453,NA,NA,-0.140406746066074,0.000652545012414529,NA,NA,NA,45891.8161285925,45989.4429725518,0.0444885437781511,0.420957533443426,"Gamma(log)",16,-22929.9080642963,45891.9818306943,56.7322653364172,2.16411156001039e-14
"168",5.82413441849004,"+",NA,0.0150252779375912,"+","+",-0.11445385529641,-0.0670026530345668,NA,-0.016586202991214,NA,-0.033310746169653,-0.0142614914885087,NA,NA,NA,NA,NA,NA,45891.8126912874,45995.5412129941,0.0468733959290418,0.420724085414856,"Gamma(log)",17,-22928.9063456437,45891.999162951,56.7495975931815,2.14543812147307e-14
"2698",5.81735640728382,"+",NA,NA,"+","+",-0.114266356331493,NA,-0.0140454800807551,NA,NA,-0.0371158615603886,NA,NA,NA,NA,NA,NA,NA,45891.9120266096,45977.335515074,0.0453175266774732,0.42843672688331,"Gamma(log)",14,-22931.9560133048,45892.0398804909,56.7903151330611,2.10220125840126e-14
"73",5.81501021018542,"+",0.0296268103337069,0.0159357181162603,"+","+",-0.119562988973156,-0.0655734827531184,-0.0181229869256511,NA,NA,-0.0401156977923321,NA,NA,NA,NA,NA,NA,NA,45891.9079197888,45995.6364414955,0.0480144956161337,0.421994760148773,"Gamma(log)",17,-22928.9539598944,45892.0943914524,56.8448260945515,2.04567852856967e-14
"163",5.82364786822252,"+",NA,0.015042701252759,"+","+",-0.113854995576192,-0.0669347448113293,-0.00597793990314992,-0.0207590732550953,NA,-0.0354902627528115,NA,NA,NA,NA,NA,NA,NA,45891.9216637294,45995.6501854361,0.0468925941311697,0.420749117561448,"Gamma(log)",17,-22928.9608318647,45892.108135393,56.8585700351541,2.03166887855734e-14
"2375",5.78616214309968,"+",0.0344206737129232,NA,"+","+",NA,NA,NA,NA,NA,-0.0432908054007643,NA,NA,NA,NA,NA,-0.115306109394188,NA,45891.9978882699,45977.4213767343,0.0440490239650434,0.425395549740721,"Gamma(log)",14,-22931.998944135,45892.1257421512,56.8761767933393,2.01386182336051e-14
"2958",5.81316376728695,"+",NA,NA,"+",NA,NA,-0.0663447080350279,NA,NA,NA,-0.0429234688320927,NA,NA,NA,-0.0444399927064706,NA,NA,NA,45892.0633322882,45959.1817875102,0.0430593735293437,0.407270208758178,"Gamma(log)",11,-22935.0316661441,45892.143624259,56.8940589011108,1.99593603342532e-14
"3628",5.82309239136037,"+",NA,NA,"+",NA,NA,-0.0657047332285729,NA,NA,NA,-0.0431219159403071,NA,NA,NA,NA,NA,NA,NA,45892.1275692151,45953.1443466897,0.0440320233900589,0.407338161328324,"Gamma(log)",10,-22936.0637846076,45892.1944588473,56.9448934894099,1.94584403839836e-14
"2684",5.80123416453794,"+",NA,NA,"+","+",NA,NA,NA,0.0215587887553488,NA,-0.042287973488349,NA,NA,NA,NA,NA,-0.122132899278581,NA,45892.1309438142,45977.5544322786,0.0434792960622678,0.423367048843237,"Gamma(log)",14,-22932.0654719071,45892.2587976955,57.0092323376521,1.88424349554552e-14
"333",5.81299659212806,"+",0.0189108909671132,0.0168994455468843,"+","+",-0.121800855045748,-0.0652782939801277,-0.016731565952963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45892.0980106505,45989.7248546098,0.0477248909803299,0.420931607955121,"Gamma(log)",16,-22930.0490053252,45892.2637127522,57.0141473943804,1.87961859894515e-14
"2534",5.79965839921789,"+",NA,0.00630527777763176,"+","+",NA,NA,NA,NA,NA,-0.040056225573499,NA,NA,NA,NA,NA,-0.111837169019249,NA,45892.4408253073,45977.8643137716,0.0429022636535601,0.423625672411781,"Gamma(log)",14,-22932.2204126536,45892.5686791885,57.3191138307011,1.61379034751382e-14
"3205",5.78406030279436,"+",0.0219214824311145,NA,"+","+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.115055813512697,NA,45892.540222964,45971.8620336809,0.0437161732350229,0.423723430414284,"Gamma(log)",13,-22933.270111482,45892.6509959402,57.4014305823803,1.54871768628431e-14
"3529",5.79377135577199,"+",NA,NA,"+","+",NA,NA,NA,0.0143103512049211,NA,NA,NA,NA,NA,NA,NA,-0.119689352193361,NA,45892.5828630761,45971.904673793,0.0433649064337935,0.422411736270397,"Gamma(log)",13,-22933.291431538,45892.6936360523,57.4440706944806,1.51604843104386e-14
"3667",5.80840217655071,"+",NA,NA,"+",NA,NA,-0.0654467817578571,NA,NA,NA,NA,NA,NA,NA,-0.044705191581608,NA,NA,NA,45892.6605475649,45953.6773250395,0.0430096194618003,0.406245761257101,"Gamma(log)",10,-22936.3302737825,45892.727437197,57.4778718392045,1.49064164419145e-14
"1499",5.79660261526733,"+",0.0400545436269353,NA,"+","+",-0.113795375698255,NA,NA,NA,NA,-0.0405445072486249,NA,NA,NA,-0.0357065417556226,NA,NA,NA,45892.6071302479,45984.1322964597,0.0459641602492505,0.430205073959101,"Gamma(log)",15,-22931.3035651239,45892.7532934635,57.5037281056357,1.47149446575752e-14
"3351",5.79298862807623,"+",NA,0.00711083560020973,"+","+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.112929949614639,NA,45892.6785470019,45972.0003577188,0.0429518451184125,0.422705482497956,"Gamma(log)",13,-22933.339273501,45892.7893199782,57.5397546203312,1.44522536361567e-14
"3991",5.81839523575714,"+",NA,NA,"+",NA,NA,-0.0647943930759316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45892.7484338135,45947.6635335406,0.0439433842245453,0.406226263236289,"Gamma(log)",9,-22937.3742169067,45892.8031450597,57.5535797018383,1.43526963372894e-14
"59",5.80046850499348,"+",0.0237093358597284,0.00679931361604959,"+","+",NA,-0.0646678399821272,NA,0.01805364150819,NA,-0.045015298873639,NA,NA,NA,NA,NA,-0.123418898662578,NA,45892.621892977,45996.3504146837,0.0456972077353471,0.416043984445196,"Gamma(log)",17,-22929.3109464885,45892.8083646406,57.5587992827568,1.43152876429832e-14
"2961",5.8147361961355,"+",NA,NA,"+",NA,NA,-0.0661607671343534,NA,-0.0344368683027385,NA,-0.0387799205714376,NA,NA,NA,NA,NA,NA,NA,45892.770312513,45959.888767735,0.0431122075924351,0.408257239245126,"Gamma(log)",11,-22935.3851562565,45892.8506044838,57.601039125977,1.40161202067854e-14
"2469",5.80076598793617,"+",0.029346403097356,NA,"+","+",-0.120078271819213,NA,NA,NA,NA,NA,-0.033721647763558,NA,NA,NA,NA,NA,NA,45892.7685476467,45978.1920361111,0.0458876596653332,0.429538025233168,"Gamma(log)",14,-22932.3842738234,45892.896401528,57.6468361701336,1.36988185032478e-14
"2742",5.80808546568153,"+",NA,NA,"+","+",-0.113686003583371,NA,NA,NA,NA,NA,-0.0227550159332096,NA,NA,-0.0218991076050568,NA,NA,NA,45892.781163073,45978.2046515374,0.0446619975007101,0.427706843287541,"Gamma(log)",14,-22932.3905815365,45892.9090169543,57.6594515964389,1.36126822326364e-14
"3671",5.80912388212807,"+",NA,NA,"+",NA,NA,-0.0654328375751151,NA,-0.0402390035104242,NA,NA,NA,NA,NA,NA,NA,NA,NA,45892.8528579157,45953.8696353902,0.0429077598301926,0.407475565141219,"Gamma(log)",10,-22936.4264289578,45892.9197475478,57.6701821899478,1.35398417330168e-14
"2631",5.81249844149489,"+",NA,0.0160888939055162,"+","+",-0.11893773810815,NA,NA,NA,NA,NA,-0.03027751900192,NA,NA,NA,NA,NA,NA,45892.7996183848,45978.2231068492,0.04500590299005,0.428706474438385,"Gamma(log)",14,-22932.3998091924,45892.9274722661,57.6779069082331,1.34876468640599e-14
"2634",5.80703983512298,"+",NA,0.0169211880741654,"+","+",-0.115346246406478,NA,NA,NA,NA,NA,NA,NA,NA,-0.0311880272800309,NA,NA,NA,45892.8320556939,45978.2555441582,0.0447707531280813,0.428190400498055,"Gamma(log)",14,-22932.4160278469,45892.9599095751,57.7103442172884,1.32706597550825e-14
"2472",5.79484783942871,"+",0.0291298719368596,NA,"+","+",-0.115978083072211,NA,NA,NA,NA,NA,NA,NA,NA,-0.0341829844352018,NA,NA,NA,45892.8415832487,45978.2650717131,0.0456780233399798,0.428973556820799,"Gamma(log)",14,-22932.4207916244,45892.96943713,57.7198717721476,1.32075916261996e-14
"2477",5.79621007605328,"+",0.030700652204926,NA,"+","+",-0.1166359882868,NA,NA,-0.0313455640582589,NA,NA,NA,NA,NA,NA,NA,NA,NA,45892.8549217393,45978.2784102036,0.0456776726214983,0.430030728387728,"Gamma(log)",14,-22932.4274608696,45892.9827756205,57.7332102626824,1.31198000354836e-14
"116",5.80577053937728,"+",0.0272149470568169,0.0173254085148633,"+","+",-0.1188430450721,-0.0654918977875567,NA,NA,NA,NA,-0.0254712551102775,NA,NA,-0.0257516487594943,NA,NA,NA,45892.8002460992,45996.5287678059,0.0472011097169968,0.421220885004466,"Gamma(log)",17,-22929.4001230496,45892.9867177628,57.7371524049522,1.30939654456094e-14
"2639",5.80903071922548,"+",NA,0.0159925416165495,"+","+",-0.115860499959005,NA,NA,-0.0270701574397186,NA,NA,NA,NA,NA,NA,NA,NA,NA,45892.9203049173,45978.3437933816,0.0447997526421196,0.429053731576589,"Gamma(log)",14,-22932.4601524586,45893.0481587985,57.7985934406825,1.26978279744213e-14
"2745",5.80983557689448,"+",NA,NA,"+","+",-0.114532967411884,NA,NA,-0.0167532292073487,NA,NA,-0.021629139958977,NA,NA,NA,NA,NA,NA,45892.9248108746,45978.3482993389,0.0447559635696584,0.428276666176819,"Gamma(log)",14,-22932.4624054373,45893.0526647558,57.8030993979992,1.26692522413331e-14
"1502",5.79926691653963,"+",0.0392986368221807,NA,"+","+",-0.115196622274946,NA,NA,-0.0273782490856926,NA,-0.0375875905689347,NA,NA,NA,NA,NA,NA,NA,45892.9467328929,45984.4718991047,0.0460321443351401,0.431008224382762,"Gamma(log)",15,-22931.4733664465,45893.0928961085,57.8433307506493,1.24169478087733e-14
"1592",5.81271785258138,"+",NA,0.0158218979406942,"+","+",-0.112330123808976,NA,NA,NA,NA,-0.0367243580782358,NA,NA,NA,-0.0313477133015565,NA,NA,NA,45892.9540639558,45984.4792301676,0.0447642962503312,0.428795204697679,"Gamma(log)",15,-22931.4770319779,45893.1002271714,57.8506618135798,1.2371516411854e-14
"16",5.80749770916186,"+",0.0358366467590049,0.0165607247220331,"+","+",-0.116199857759314,-0.0657236125552059,NA,NA,NA,-0.0379736394476848,-0.0148692965441751,NA,NA,-0.0311546677280621,NA,NA,NA,45892.9230277376,46002.7532271918,0.047498162989194,0.422022719311294,"Gamma(log)",18,-22928.4615138688,45893.1315007641,57.8819354062434,1.21795701527259e-14
"119",5.80788444212256,"+",0.026909837828301,0.0165889738902425,"+","+",-0.119658708529879,-0.0654316555550631,NA,-0.0197708966197657,NA,NA,-0.024086667463877,NA,NA,NA,NA,NA,NA,45892.9946262195,45996.7231479262,0.0473022323994476,0.421840519027102,"Gamma(log)",17,-22929.4973131098,45893.1810978831,57.9315325252974,1.18812486174956e-14
"1496",5.80355297900835,"+",0.0366811042036011,NA,"+","+",-0.118367379747546,NA,NA,NA,NA,-0.0355307195306224,-0.0254867604106502,NA,NA,NA,NA,NA,NA,45893.10291704,45984.6280832519,0.0462310864727263,0.430453582735039,"Gamma(log)",15,-22931.55145852,45893.2490802556,57.9995148977905,1.14841775714485e-14
"1649",5.81289749434271,"+",NA,NA,"+","+",-0.110710806954413,NA,NA,NA,NA,-0.0349245254970713,-0.0122045584230863,NA,NA,-0.0262146829853914,NA,NA,NA,45893.1659856887,45984.6911519005,0.0447240353158186,0.428204130154805,"Gamma(log)",15,-22931.5829928444,45893.3121489043,58.0625835464743,1.11276822521169e-14
"2740",5.80859177933565,"+",NA,NA,"+","+",-0.113699502532015,NA,-0.00221742921232305,-0.0264279718787091,NA,NA,NA,NA,NA,NA,NA,NA,NA,45893.2499138892,45978.6734023536,0.0448377890529559,0.428326238830188,"Gamma(log)",14,-22932.6249569446,45893.3777677705,58.1282024126194,1.07685135848038e-14
"1595",5.8150421739974,"+",NA,0.0150183511907341,"+","+",-0.113731766518861,NA,NA,-0.0223843046526973,NA,-0.0343685099079792,NA,NA,NA,NA,NA,NA,NA,45893.2969027603,45984.8220689721,0.0449357132574895,0.429535074222542,"Gamma(log)",15,-22931.6484513801,45893.4430659759,58.1935006180065,1.04226087465042e-14
