"","X","ID","region","locality","sites","temp","Richness","grav_total","Age_of_protection","Class","biomassarea1","Indegree","ModelMode","btwdegree","Inflow","Outdegree","InflowLR","SelfR","Larval_behaviour","FE","InflowBR","IndegreeBR","CorridorIndegreeBR","grav_neiBR","IndegreeMPABR","InflowMPABR","IndegreeNeiBR","InflowNeiBR"
"723",723,"V6860","polynesian","french_polynesia","french_polynesia_5",27.21405742,63.834,2.482728866,0,"Fished",81.50211739,31,"pare15",2020.86438068537,303,35,303,0,"active","pare",0,0,0,0,0,0,0,0
"724",724,"V6870","polynesian","french_polynesia","french_polynesia_8",27.39614944,41.453,0.109777044,0,"Fished",29.37979827,18,"pare15",619.328402480632,333,47,342,9,"active","pare",0,0,0,0,0,0,0,0
"725",725,"V6877","polynesian","french_polynesia","french_polynesia_15",27.62852076,141,0.435574981,0,"Fished",847.0103063,7,"pare15",276.033322800114,42,16,42,0,"active","pare",0,0,0,0,0,0,0,0
"726",726,"V6909","polynesian","french_polynesia","french_polynesia_14",27.57633015,91,6.006074206,0,"Fished",871.809567,80,"pare15",196.098187513337,1479,6,1488,9,"active","pare",0,0,0,0,0,0,0,0
"727",727,"V6929","polynesian","french_polynesia","french_polynesia_1",27.40684221,63.71,0.166375248,0,"Fished",94.59353939,0,"pare15",0,0,7,0,0,"active","pare",0,0,0,0,0,0,0,0
"728",728,"V6932","polynesian","french_polynesia","french_polynesia_7",27.76048952,13.143,0.043211967,0,"Fished",61.49251332,9,"pare15",146.220627764203,132,14,132,0,"active","pare",0,0,0,0,0,0,0,0
"729",729,"V6941","polynesian","french_polynesia","french_polynesia_12",25.34938059,54.5,5.432876153,0,"Fished",741.8444765,13,"pare15",25.1460164835165,120,6,129,9,"active","pare",0,0,0,0,0,0,0,0
"730",730,"V6945","polynesian","french_polynesia","french_polynesia_11",25.35386033,115.6,0.701231716,0,"Fished",498.9137263,5,"pare15",9.93948084079663,105,5,105,0,"active","pare",0,0,0,0,0,0,0,0
"731",731,"V6991","polynesian","pitcairn","pitcairn_4",25.02584555,66.463,0.00037993,3,"Restricted",127.596246,33,"pare15",2530.68320551209,345,36,354,9,"active","pare",0,0,0,0,0,0,0,0
"732",732,"V6994","polynesian","pitcairn","pitcairn_2",24.64347699,55.173,0,0,"Fished",78.26097399,50,"pare15",5969.54861106755,438,29,438,0,"active","pare",0,0,0,0,0,0,0,0
"733",733,"V6995","polynesian","pitcairn","pitcairn_3",24.86387949,61.315,7.04e-05,31,"Closed",102.3020572,19,"pare15",189.811531234463,159,24,162,3,"active","pare",0,0,0,0,0,0,0,0
"734",734,"V7013","polynesian","society_islands","society_islands_6",27.68722283,98,5.642162935,0,"Fished",339.3628568,46,"pare15",867.695156194673,408,17,447,39,"active","pare",0,0,0,0,0,0,0,0
"735",735,"V7029","polynesian","society_islands","society_islands_4",27.61781428,122.304,472.559687,0,"Fished",365.619897,88,"pare15",4990.39143141189,1347,22,1347,0,"active","pare",0,0,0,0,0,0,0,0
"736",736,"V7077","polynesian","austral_islands","austral_islands_1",25.48674916,67.891,0.005855667,0,"Fished",34.471528,4,"pare15",3.16666666666667,45,8,45,0,"active","pare",0,0,0,0,0,0,0,0
"737",737,"V7090","polynesian","cook_islands","cook_islands_3",27.12169711,85.343,0.000854855,2,"Restricted",511.7065534,14,"pare15",0,381,2,381,0,"active","pare",0,0,0,0,0,0,0,0
"738",738,"V7096","polynesian","cook_islands","cook_islands_2",25.76334826,73.704,889.7110954,2,"Restricted",176.3104123,9,"pare15",457.12745646167,126,7,126,0,"active","pare",0,0,0,0,0,0,0,0
"739",739,"V7101","polynesian","cook_islands","cook_islands_1",26.85307714,107,617.3800144,2,"Restricted",594.7565472,4,"pare15",104.150472334683,18,8,21,3,"active","pare",0,0,0,0,0,0,0,0
"740",740,"V7478","continental_tep","nicaragua_tep","nicaragua_tep_4",27.39084822,46.632,311.4635742,0,"Fished",118.328091,3,"pare15",4,30,2,57,27,"active","pare",0,0,0,0,0,0,0,0
"741",741,"V7479","continental_tep","nicaragua_tep","nicaragua_tep_5",27.39649446,33.879,563.3702232,28,"Restricted",60.73783931,6,"pare15",32,423,4,426,3,"active","pare",0,0,0,0,0,0,0,0
"742",742,"V7481","offshore_tep","clipperton","clipperton_1",27.87131376,24.953,0,3,"Closed",285.4827992,4,"pare15",0,810,4,918,108,"active","pare",0,0,0,0,0,0,0,0
"743",743,"V7483","offshore_tep","cocos","cocos_1",27.63421351,47.67,3.38e-05,37,"Closed",683.1800463,5,"pare15",10,1575,4,2595,1020,"active","pare",0,0,0,0,0,0,0,0
"744",744,"V7484","continental_tep","machalilla","machalilla_2",24.70434773,40.679,134.0911271,25,"Restricted",136.19115,4,"pare15",9,306,4,315,9,"active","pare",0,0,0,0,0,0,0,0
"745",745,"V7485","continental_tep","machalilla","machalilla_4",24.57171905,33.6,260.6405492,25,"Restricted",88.83655541,10,"pare15",0,1341,6,1518,177,"active","pare",0,0,0,0,0,0,0,0
"746",746,"V7489","continental_tep","costa_rica","costa_rica_6",28.39161494,43.365,263.1759317,0,"Fished",47.32052887,9,"pare15",50.2388493859082,237,11,240,3,"active","pare",0,0,0,0,0,0,0,0
"747",747,"V7490","continental_tep","coiba","coiba_2",28.3764616,48.329,44.39592055,14,"Restricted",463.0738335,20,"pare15",78.7595238095238,1674,9,1767,93,"active","pare",0,0,0,0,0,0,0,0
"748",748,"V7491","continental_tep","coiba","coiba_3",28.30562371,45.333,31.97957784,14,"Restricted",294.6761583,7,"pare15",10.6619047619048,1083,8,2388,1305,"active","pare",0,0,0,0,0,0,0,0
"749",749,"V7492","continental_tep","coiba","coiba_13",28.35676826,29.8,20.71879792,14,"Restricted",55.27128578,12,"pare15",51.2604234001293,192,12,240,48,"active","pare",0,0,0,0,0,0,0,0
"750",750,"V7493","continental_tep","coiba","coiba_14",28.28362753,31.667,23.24708309,14,"Restricted",32.89618335,15,"pare15",72.3928786899375,156,7,156,0,"active","pare",0,0,0,0,0,0,0,0
"751",751,"V7493","continental_tep","coiba","coiba_8",28.31004866,51.9,26.37138404,14,"Restricted",326.7690637,15,"pare15",72.3928786899375,156,7,156,0,"active","pare",0,0,0,0,0,0,0,0
"752",752,"V7494","continental_tep","costa_rica","costa_rica_4",28.3803745,39.294,256.2000447,0,"Fished",36.23562013,13,"pare15",0.60952380952381,867,11,1155,288,"active","pare",0,0,0,0,0,0,0,0
"753",753,"V7502","continental_tep","coiba","coiba_6",28.47620145,43.429,72.80714911,0,"Fished",66.66640071,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0
"754",754,"V7509","continental_tep","coiba","coiba_5",28.46847693,44.5,37.61185284,0,"Fished",106.4122476,5,"pare15",25.0404761904762,21,12,24,3,"active","pare",0,0,0,0,0,0,0,0
"755",755,"V7517","offshore_tep","malpelo","malpelo_1",26.68360291,39.303,1.466270214,13,"Restricted",1469.477995,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0
"756",756,"V7519","continental_tep","panama_pacific","panama_pacific_1",27.4225213,44.05,345.2090455,0,"Fished",298.0582981,38,"pare15",24125.2107221622,318,101,318,0,"active","pare",0,0,0,0,0,0,0,0
"757",757,"V7523","continental_tep","las_perlas","las_perlas_3",27.39980773,59.6,80.64003922,12,"Restricted",349.1803303,42,"pare15",1887.814575242,1140,25,1140,0,"active","pare",0,0,0,0,0,0,0,0
"758",758,"V7526","continental_tep","las_perlas","las_perlas_1",27.4607606,57.15,58.48961726,12,"Restricted",2160.611023,7,"pare15",8586.54449649206,42,38,42,0,"active","pare",0,0,0,0,0,0,0,0
"759",759,"V7530","offshore_tep","revillagigedo","revillagigedo_2",25.55646986,27.48,0.082400503,2,"Restricted",76.02174675,11,"pare15",7577.00494924871,57,23,63,6,"active","pare",0,0,0,0,0,0,0,0
"760",760,"V7531","offshore_tep","revillagigedo","revillagigedo_3",25.35435868,28.867,0.00298335,2,"Restricted",170.4505946,11,"pare15",1252.25025151624,60,32,60,0,"active","pare",0,0,0,0,0,0,0,0
"761",761,"V8009","caribbean","florida_keys","florida_keys_4",26.34265548,52.5,30.33921774,29,"Closed",684.6758914,22,"pare15",74.877598559992,378,40,405,27,"active","pare",0,0,0,0,0,0,0,0
"762",762,"V8012","caribbean","florida_keys","florida_keys_1",26.72525131,67.321,112.4084654,29,"Closed",1107.517461,16,"pare15",185.228448582131,480,47,537,57,"active","pare",0,0,0,0,0,0,0,0
"763",763,"V8015","caribbean","florida_keys","florida_keys_3",26.75360838,56.5,90.59050737,29,"Closed",690.6206456,20,"pare15",7188.73905777289,99,54,102,3,"active","pare",0,0,0,0,0,0,0,0
"764",764,"V8030","caribbean","florida_keys","florida_keys_2",26.66645888,55.564,152.4117696,29,"Closed",711.8605473,80,"pare15",0,696,1,696,0,"active","pare",0,0,0,0,0,0,0,0
"765",765,"V8057","caribbean","curacao","curacao_3",27.37822228,42.127,107.5464134,0,"Fished",179.4782453,0,"pare15",0,0,16,0,0,"active","pare",0,0,0,0,0,0,0,0
"766",766,"V8057","caribbean","curacao","curacao_1",27.36272391,38.885,2086.800403,0,"Fished",134.7818248,0,"pare15",0,0,16,0,0,"active","pare",0,0,0,0,0,0,0,0
"767",767,"V8093","caribbean","bonaire","bonaire_2",27.42594135,42.667,53.52726759,27,"Restricted",289.7148989,7,"pare15",16.5,60,2,60,0,"active","pare",0,0,0,0,0,0,0,0
"768",768,"V8093","caribbean","bonaire","bonaire_3",27.44957222,65.65,159.6667909,27,"Restricted",274.9593321,7,"pare15",16.5,60,2,60,0,"active","pare",0,0,0,0,0,0,0,0
"769",769,"V8094","caribbean","curacao","curacao_4",27.4762042,41.388,117.5835715,0,"Fished",225.6181667,9,"pare15",0,2931,5,3159,228,"active","pare",0,0,0,0,0,0,0,0
"770",770,"V8096","caribbean","curacao","curacao_2",27.40738713,40.956,116.4168043,0,"Fished",166.5572277,0,"pare15",0,0,3,0,0,"active","pare",0,0,0,0,0,0,0,0
"771",771,"V8175","caribbean","san_blas","san_blas_1",27.9221571,62.469,83.39860752,0,"Fished",235.2121237,17,"pare15",660.12401626458,1086,13,1269,183,"active","pare",0,0,0,0,0,0,0,0
"772",772,"V8181","caribbean","bocas_del_toro","bocas_del_toro_1",28.00115765,29.875,64.90122141,0,"Fished",33.07927582,14,"pare15",1962.04747535399,954,13,1122,168,"active","pare",0,0,0,0,0,0,0,0
"773",773,"V8219","caribbean","southwestern_caribbean","southwestern_caribbean_2",27.79259522,45,0.472886429,14,"Restricted",454.7860281,1,"pare15",771.837024310307,3,16,3,0,"active","pare",0,0,0,0,0,0,0,0
"774",774,"V8226","caribbean","southwestern_caribbean","southwestern_caribbean_3",27.79669981,69,0.478113344,14,"Restricted",380.1907767,4,"pare15",791.841030688494,33,27,33,0,"active","pare",0,0,0,0,0,0,0,0
"775",775,"V8237","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_1",27.80955032,66.606,7.147167721,14,"Closed",258.3627293,8,"pare15",1139.26551541123,27,42,27,0,"active","pare",0,0,0,0,0,0,0,0
"776",776,"V8259","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_3",27.80576062,63.24,12719.2482,14,"Closed",371.6934358,7,"pare15",764.79431621026,288,52,288,0,"active","pare",0,0,0,0,0,0,0,0
"777",777,"V8406","caribbean","belize","belize_3",28.00453661,50.167,100.5459794,23,"Restricted",141.208764,32,"pare15",3.5,666,2,666,0,"active","pare",0,0,0,0,0,0,0,0
"778",778,"V8474","caribbean","mexico_caribbean","mexico_caribbean_13",27.79332632,64.82,261.775681,3,"Restricted",1620.039372,23,"pare15",1.66666666666667,411,6,411,0,"active","pare",0,0,0,0,0,0,0,0
"779",779,"V8490","caribbean","mexico_caribbean","mexico_caribbean_12",28.01284986,32.298,10.28978407,0,"Fished",168.266968,9,"pare15",5.83333333333333,207,5,234,27,"active","pare",0,0,0,0,0,0,0,0
"780",780,"V8691","caribbean","grand_cayman","grand_cayman_1",28.03176552,54,3981.11194,33,"Restricted",353.036567,14,"pare15",7332.74612438602,78,3,78,0,"active","pare",0,0,0,0,0,0,0,0
"781",781,"V8803","caribbean","cuba","cuba_1",28.01797581,45.164,29.65107863,9,"Restricted",99.63773697,10,"pare15",236.687712709753,48,27,48,0,"active","pare",0,0,0,0,0,0,0,0
"782",782,"V9294","central_iwp","palau","palau_1",29.23588654,148.3,0.356749738,15,"Closed",453.1977904,27,"pare15",5850981.65528124,213,15,213,0,"active","pare",0,0,0,0,0,0,0,0
"783",783,"V9387","sw_atlantic","abrolhos","abrolhos_1",25.9122393,26.64,24.5418829,36,"Restricted",129.2454912,4,"pare15",0,45,0,45,0,"active","pare",0,0,0,0,0,0,0,0
"784",784,"V9387","sw_atlantic","neb","neb_1",25.91847149,31.182,23.12337527,36,"Restricted",430.2367896,4,"pare15",0,45,0,45,0,"active","pare",0,0,0,0,0,0,0,0
"785",785,"V9388","sw_atlantic","neb","neb_3",25.97525955,21,58.58279555,36,"Restricted",198.9719174,3,"pare15",0,1320,7,1473,153,"active","pare",0,0,0,0,0,0,0,0
"786",786,"V9391","sw_atlantic","neb","neb_2",25.95102624,29.067,46.43862614,26,"Restricted",229.5946345,4,"pare15",0,126,0,126,0,"active","pare",0,0,0,0,0,0,0,0
"787",787,"V9399","offshore_sw_atlantic","noronha","noronha_1",27.33692162,24.048,853.0534328,30,"Restricted",220.2895794,2,"pare15",0,558,12,558,0,"active","pare",0,0,0,0,0,0,0,0
"788",788,"V9427","offshore_sw_atlantic","stpauls_rocks","stpauls_rocks_1",27.33693531,12.041,0,1,"Closed",533.6256031,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0
"789",789,"V9428","offshore_sw_atlantic","trindade","trindade_2",25.20253776,20.334,0,1,"Closed",1330.12691,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0
"790",790,"V9429","sw_pacific","southern_coral_sea","southern_coral_sea_7",25.35074696,114.233,9.3e-05,7,"Closed",111.7900726,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0
"791",791,"V9446","sw_pacific","central_coral_sea","central_coral_sea_19",26.81819764,142.14,0.181255823,7,"Closed",283.8299502,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0
"792",792,"V9463","sw_pacific","central_coral_sea","central_coral_sea_21",26.76329348,127.081,0.599937535,7,"Closed",474.8821846,25,"pare15",3616.66869657961,387,74,387,0,"active","pare",0,0,0,0,0,0,0,0
"793",793,"V9482","sw_pacific","central_coral_sea","central_coral_sea_4",26.71731865,170.757,0.326855143,7,"Closed",241.726872,45,"pare15",8096.1798675488,744,112,744,0,"active","pare",0,0,0,0,0,0,0,0
"794",794,"V9485","sw_pacific","central_coral_sea","central_coral_sea_5",26.6901062,153.321,0.228821343,7,"Closed",262.9439183,63,"pare15",1109.71694508561,1611,153,1611,0,"active","pare",0,0,0,0,0,0,0,0
"795",795,"V9496","sw_pacific","central_coral_sea","central_coral_sea_17",26.51416426,138.286,0.730447591,7,"Closed",392.3837395,30,"pare15",6944.26517540379,465,90,468,3,"active","pare",0,0,0,0,0,0,0,0
"796",796,"V9499","sw_pacific","central_coral_sea","central_coral_sea_18",26.52524038,119.77,0.703473762,7,"Closed",308.597585,55,"pare15",3307.00629291018,726,187,726,0,"active","pare",0,0,0,0,0,0,0,0
"797",797,"V9523","sw_pacific","central_coral_sea","central_coral_sea_8",26.67324968,147.79,0.000344196,7,"Closed",386.8520941,36,"pare15",7516.35020281193,543,166,543,0,"active","pare",0,0,0,0,0,0,0,0
"798",798,"V9539","sw_pacific","central_coral_sea","central_coral_sea_10",26.64634114,127.066,0.005860597,7,"Closed",484.892859,45,"pare15",17594.8777838759,597,67,597,0,"active","pare",0,0,0,0,0,0,0,0
"799",799,"V9547","sw_pacific","central_coral_sea","central_coral_sea_13",26.53115768,98,0.14848753,7,"Closed",462.6031983,15,"pare15",27449.9684520946,126,112,126,0,"active","pare",0,0,0,0,0,0,0,0
"800",800,"V9565","sw_pacific","central_coral_sea","central_coral_sea_12",26.5582935,124.357,0.13898351,7,"Closed",323.2553283,31,"pare15",15154.9431628888,1455,100,1461,6,"active","pare",0,0,0,0,0,0,0,0
"801",801,"V9571","sw_pacific","central_coral_sea","central_coral_sea_15",26.46397257,145.121,0.247770716,7,"Closed",221.0375059,25,"pare15",5188.189477594,447,103,447,0,"active","pare",0,0,0,0,0,0,0,0
"802",802,"V9578","sw_pacific","central_coral_sea","central_coral_sea_23",26.1798981,58.5,0.081743892,7,"Closed",161.4558966,26,"pare15",67416.9248111886,222,82,222,0,"active","pare",0,0,0,0,0,0,0,0
"803",803,"V9590","sw_pacific","central_coral_sea","central_coral_sea_14",26.48135211,115.448,0.21864636,7,"Closed",245.0714168,22,"pare15",83259.629208113,174,92,180,6,"active","pare",0,0,0,0,0,0,0,0
"804",804,"V9598","sw_pacific","central_coral_sea","central_coral_sea_2",26.11044847,169.134,0.095627052,7,"Closed",227.4405194,8,"pare15",330661.670325233,39,90,39,0,"active","pare",0,0,0,0,0,0,0,0
"805",805,"V9601","sw_pacific","southern_coral_sea","southern_coral_sea_8",25.61579077,146.464,0.087271449,7,"Closed",183.0578774,17,"pare15",47716.1179735178,111,94,111,0,"active","pare",0,0,0,0,0,0,0,0
"806",806,"V9605","sw_pacific","central_coral_sea","central_coral_sea_3",26.14337838,127.943,0.083861723,7,"Closed",352.6465003,29,"pare15",1703497.23512826,441,86,441,0,"active","pare",0,0,0,0,0,0,0,0
"807",807,"V9609","sw_pacific","central_coral_sea","central_coral_sea_1",26.11375899,144.966,0.105308823,7,"Closed",242.0754041,24,"pare15",13345.7919716756,459,85,459,0,"active","pare",0,0,0,0,0,0,0,0
"808",808,"V9614","sw_pacific","southern_coral_sea","southern_coral_sea_5",25.22691894,97.286,0.141334445,7,"Closed",30.33354761,62,"pare15",648297.815155628,402,134,402,0,"active","pare",0,0,0,0,0,0,0,0
"809",809,"V9615","sw_pacific","southern_coral_sea","southern_coral_sea_3",25.16804436,134.665,0.120199672,7,"Closed",158.8652081,72,"pare15",715714.072882051,645,151,645,0,"active","pare",0,0,0,0,0,0,0,0
"810",810,"V9615","sw_pacific","southern_coral_sea","southern_coral_sea_4",25.18280339,133.16,0.132255008,7,"Closed",411.8099375,72,"pare15",715714.072882051,645,151,645,0,"active","pare",0,0,0,0,0,0,0,0
"811",811,"V9616","sw_pacific","northern_coral_sea","northern_coral_sea_1",27.05983237,187.17,0.210041059,7,"Closed",439.5361666,104,"pare15",772014.578502529,1344,87,1344,0,"active","pare",0,0,0,0,0,0,0,0
"812",812,"V9634","sw_pacific","northern_coral_sea","northern_coral_sea_2",27.05366863,163.715,0.209354671,7,"Closed",531.4516314,26,"pare15",1192919.83063188,351,128,354,3,"active","pare",0,0,0,0,0,0,0,0
"813",813,"V9644","sw_pacific","central_coral_sea","central_coral_sea_22",26.95444082,176.684,0.558261139,7,"Closed",938.5630612,42,"pare15",644.2176294722,273,21,273,0,"active","pare",0,0,0,0,0,0,0,0
"814",814,"V9646","sw_pacific","central_coral_sea","central_coral_sea_20",26.9018395,116.464,0.184343605,7,"Closed",189.8539924,40,"pare15",9262.79084946425,192,18,198,6,"active","pare",0,0,0,0,0,0,0,0
"815",815,"V9660","sw_pacific","central_coral_sea","central_coral_sea_7",26.73878637,124.457,0,7,"Closed",386.382277,13,"pare15",6959.90283099789,90,36,90,0,"active","pare",0,0,0,0,0,0,0,0
"816",816,"V9663","sw_pacific","southern_coral_sea","southern_coral_sea_2",24.72486253,130.759,0.32951139,7,"Closed",206.94561,53,"pare15",33952.0666004747,978,45,978,0,"active","pare",0,0,0,0,0,0,0,0
"817",817,"V9673","central_pacific","minerva_reefs","minerva_reefs_1",24.51091948,130.755,3.06e-05,0,"Fished",307.0266041,84,"pare15",8704.06023702494,1047,13,1077,30,"active","pare",0,0,0,0,0,0,0,0
"818",818,"V9713","central_pacific","fiji","fiji_3",26.96022119,119.722,0.001065712,0,"Fished",61.96094022,28,"pare15",109559.638164851,192,51,192,0,"active","pare",0,0,0,0,0,0,0,0
"819",819,"V9779","central_pacific","fiji","fiji_1",27.00615768,137.006,0.254019425,15,"Restricted",44.79233009,35,"pare15",113747.056651224,204,17,204,0,"active","pare",0,0,0,0,0,0,0,0
"820",820,"V10025","sw_pacific","new_caledonia","new_caledonia_7",25.92239262,111.352,2.801571902,0,"Fished",48.58066279,3,"crypto",58.3578314220262,15,49,15,0,"passive","crypto",15,3,0,12,2,10,27.6666666666667,243.333333333333
"821",821,"V10026","sw_pacific","new_caledonia","new_caledonia_9",25.66932856,129.559,3.647123986,0,"Fished",64.00851649,14,"crypto",771.071818074365,70,68,70,0,"passive","crypto",70,14,1,44,5,25,45.3571428571429,1113.57142857143
"822",822,"V10094","sw_pacific","new_caledonia","new_caledonia_12",25.01223383,91.282,12.56664162,0,"Fished",107.1845271,88,"crypto",9975.82357586862,845,94,870,25,"passive","crypto",870,88,12,559,30,300,61.4431818181818,1036.875
"823",823,"V10463","sw_pacific","new_caledonia","new_caledonia_5",25.92937784,106.391,2.780672141,11,"Restricted",38.41327332,127,"crypto",39234.0439955186,9450,74,9655,205,"passive","crypto",9655,127,43,562,51,3295,68.8897637795276,1581.53543307087
"824",824,"V10478","sw_pacific","new_caledonia","new_caledonia_2",26.18471463,142.026,0.629343304,5,"Restricted",311.634362,109,"crypto",78152.9832985727,1285,79,1285,0,"passive","crypto",1285,109,34,428,44,405,69.6238532110092,1575.45871559633
"825",825,"V10513","sw_pacific","new_caledonia","new_caledonia_1",26.05786634,156.323,1.020673114,11,"Restricted",307.5213714,105,"crypto",3198.370238495,5095,80,5240,145,"passive","crypto",5240,105,33,423,37,1470,69.0666666666667,1682.2380952381
