"","X","ID","region","locality","sites","temp","Richness","grav_total","Age_of_protection","Class","biomassarea1","Indegree","ModelMode","btwdegree","Inflow","Outdegree","InflowLR","SelfR","Larval_behaviour","FE","InflowBR","IndegreeBR","CorridorIndegreeBR","grav_neiBR","IndegreeMPABR","InflowMPABR","IndegreeNeiBR","InflowNeiBR"
"1266",1266,"V6763","polynesian","french_polynesia","french_polynesia_21",27.77064014,122,0.522462543,0,"Fished",1013.362056,45,"crypto5",0,801,12,820,19,"active","crypto",0,0,0,0,0,0,0,0
"1267",1267,"V6763","polynesian","society_islands","society_islands_1",27.77064014,136.109,0.748946292,0,"Fished",574.6965118,45,"crypto5",0,801,12,820,19,"active","crypto",0,0,0,0,0,0,0,0
"1268",1268,"V6853","polynesian","french_polynesia","french_polynesia_2",27.35614122,44.401,0.37221638,0,"Fished",93.220904,64,"crypto5",1991.79945763307,562,84,601,39,"active","crypto",0,0,0,0,0,0,0,0
"1269",1269,"V6860","polynesian","french_polynesia","french_polynesia_5",27.21405742,63.834,2.482728866,0,"Fished",81.50211739,85,"crypto5",1303.12867649793,1634,77,1689,55,"active","crypto",0,0,0,0,0,0,0,0
"1270",1270,"V6870","polynesian","french_polynesia","french_polynesia_8",27.39614944,41.453,0.109777044,0,"Fished",29.37979827,47,"crypto5",718.176301115357,1238,86,1238,0,"active","crypto",0,0,0,0,0,0,0,0
"1271",1271,"V6877","polynesian","french_polynesia","french_polynesia_15",27.62852076,141,0.435574981,0,"Fished",847.0103063,27,"crypto5",529.320809229271,610,27,667,57,"active","crypto",0,0,0,0,0,0,0,0
"1272",1272,"V6909","polynesian","french_polynesia","french_polynesia_14",27.57633015,91,6.006074206,0,"Fished",871.809567,127,"crypto5",4.12359764418588,1787,14,1982,195,"active","crypto",0,0,0,0,0,0,0,0
"1273",1273,"V6929","polynesian","french_polynesia","french_polynesia_1",27.40684221,63.71,0.166375248,0,"Fished",94.59353939,6,"crypto5",4,197,53,300,103,"active","crypto",0,0,0,0,0,0,0,0
"1274",1274,"V6932","polynesian","french_polynesia","french_polynesia_7",27.76048952,13.143,0.043211967,0,"Fished",61.49251332,21,"crypto5",1998.76484221695,626,46,636,10,"active","crypto",0,0,0,0,0,0,0,0
"1275",1275,"V6941","polynesian","french_polynesia","french_polynesia_12",25.34938059,54.5,5.432876153,0,"Fished",741.8444765,33,"crypto5",605.817019351621,941,24,1015,74,"active","crypto",0,0,0,0,0,0,0,0
"1276",1276,"V6945","polynesian","french_polynesia","french_polynesia_11",25.35386033,115.6,0.701231716,0,"Fished",498.9137263,28,"crypto5",242.82278645237,1248,23,1331,83,"active","crypto",0,0,0,0,0,0,0,0
"1277",1277,"V6991","polynesian","pitcairn","pitcairn_4",25.02584555,66.463,0.00037993,3,"Restricted",127.596246,97,"crypto5",874.832291954212,927,42,988,61,"active","crypto",0,0,0,0,0,0,0,0
"1278",1278,"V6994","polynesian","pitcairn","pitcairn_2",24.64347699,55.173,0,0,"Fished",78.26097399,128,"crypto5",1179.06601855648,1210,44,1290,80,"active","crypto",0,0,0,0,0,0,0,0
"1279",1279,"V6995","polynesian","pitcairn","pitcairn_3",24.86387949,61.315,7.04e-05,31,"Closed",102.3020572,55,"crypto5",1495.61743357183,615,44,710,95,"active","crypto",0,0,0,0,0,0,0,0
"1280",1280,"V7013","polynesian","society_islands","society_islands_6",27.68722283,98,5.642162935,0,"Fished",339.3628568,106,"crypto5",597.763663274087,931,18,1015,84,"active","crypto",0,0,0,0,0,0,0,0
"1281",1281,"V7029","polynesian","society_islands","society_islands_4",27.61781428,122.304,472.559687,0,"Fished",365.619897,157,"crypto5",246.670522240371,1780,31,1911,131,"active","crypto",0,0,0,0,0,0,0,0
"1282",1282,"V7077","polynesian","austral_islands","austral_islands_1",25.48674916,67.891,0.005855667,0,"Fished",34.471528,16,"crypto5",883.815011450793,151,26,157,6,"active","crypto",0,0,0,0,0,0,0,0
"1283",1283,"V7090","polynesian","cook_islands","cook_islands_3",27.12169711,85.343,0.000854855,2,"Restricted",511.7065534,24,"crypto5",3,499,9,607,108,"active","crypto",0,0,0,0,0,0,0,0
"1284",1284,"V7096","polynesian","cook_islands","cook_islands_2",25.76334826,73.704,889.7110954,2,"Restricted",176.3104123,24,"crypto5",27.4214285714286,632,10,653,21,"active","crypto",0,0,0,0,0,0,0,0
"1285",1285,"V7101","polynesian","cook_islands","cook_islands_1",26.85307714,107,617.3800144,2,"Restricted",594.7565472,18,"crypto5",7,114,8,123,9,"active","crypto",0,0,0,0,0,0,0,0
"1286",1286,"V7478","continental_tep","nicaragua_tep","nicaragua_tep_4",27.39084822,46.632,311.4635742,0,"Fished",118.328091,4,"crypto5",4,231,3,1617,1386,"active","crypto",0,0,0,0,0,0,0,0
"1287",1287,"V7479","continental_tep","nicaragua_tep","nicaragua_tep_5",27.39649446,33.879,563.3702232,28,"Restricted",60.73783931,6,"crypto5",383.833333333333,704,5,720,16,"active","crypto",0,0,0,0,0,0,0,0
"1288",1288,"V7481","offshore_tep","clipperton","clipperton_1",27.87131376,24.953,0,3,"Closed",285.4827992,6,"crypto5",47,1168,4,1655,487,"active","crypto",0,0,0,0,0,0,0,0
"1289",1289,"V7483","offshore_tep","cocos","cocos_1",27.63421351,47.67,3.38e-05,37,"Closed",683.1800463,4,"crypto5",0,1960,4,4239,2279,"active","crypto",0,0,0,0,0,0,0,0
"1290",1290,"V7484","continental_tep","machalilla","machalilla_2",24.70434773,40.679,134.0911271,25,"Restricted",136.19115,6,"crypto5",48,250,5,674,424,"active","crypto",0,0,0,0,0,0,0,0
"1291",1291,"V7485","continental_tep","machalilla","machalilla_4",24.57171905,33.6,260.6405492,25,"Restricted",88.83655541,16,"crypto5",0,1008,9,1204,196,"active","crypto",0,0,0,0,0,0,0,0
"1292",1292,"V7489","continental_tep","costa_rica","costa_rica_6",28.39161494,43.365,263.1759317,0,"Fished",47.32052887,19,"crypto5",6.5,1047,11,1123,76,"active","crypto",0,0,0,0,0,0,0,0
"1293",1293,"V7490","continental_tep","coiba","coiba_2",28.3764616,48.329,44.39592055,14,"Restricted",463.0738335,20,"crypto5",467.9,1884,19,2046,162,"active","crypto",0,0,0,0,0,0,0,0
"1294",1294,"V7491","continental_tep","coiba","coiba_3",28.30562371,45.333,31.97957784,14,"Restricted",294.6761583,12,"crypto5",366.95,2177,8,4597,2420,"active","crypto",0,0,0,0,0,0,0,0
"1295",1295,"V7492","continental_tep","coiba","coiba_13",28.35676826,29.8,20.71879792,14,"Restricted",55.27128578,17,"crypto5",31.95,1491,13,1817,326,"active","crypto",0,0,0,0,0,0,0,0
"1296",1296,"V7493","continental_tep","coiba","coiba_14",28.28362753,31.667,23.24708309,14,"Restricted",32.89618335,22,"crypto5",143.808333333333,120,21,124,4,"active","crypto",0,0,0,0,0,0,0,0
"1297",1297,"V7493","continental_tep","coiba","coiba_8",28.31004866,51.9,26.37138404,14,"Restricted",326.7690637,22,"crypto5",143.808333333333,120,21,124,4,"active","crypto",0,0,0,0,0,0,0,0
"1298",1298,"V7494","continental_tep","costa_rica","costa_rica_4",28.3803745,39.294,256.2000447,0,"Fished",36.23562013,19,"crypto5",65.3166666666667,1443,16,1826,383,"active","crypto",0,0,0,0,0,0,0,0
"1299",1299,"V7502","continental_tep","coiba","coiba_6",28.47620145,43.429,72.80714911,0,"Fished",66.66640071,0,"crypto5",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1300",1300,"V7509","continental_tep","coiba","coiba_5",28.46847693,44.5,37.61185284,0,"Fished",106.4122476,9,"crypto5",11,464,21,508,44,"active","crypto",0,0,0,0,0,0,0,0
"1301",1301,"V7517","offshore_tep","malpelo","malpelo_1",26.68360291,39.303,1.466270214,13,"Restricted",1469.477995,0,"crypto5",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1302",1302,"V7519","continental_tep","panama_pacific","panama_pacific_1",27.4225213,44.05,345.2090455,0,"Fished",298.0582981,98,"crypto5",29287.5715330821,715,140,723,8,"active","crypto",0,0,0,0,0,0,0,0
"1303",1303,"V7523","continental_tep","las_perlas","las_perlas_3",27.39980773,59.6,80.64003922,12,"Restricted",349.1803303,77,"crypto5",5783.6298360196,1794,83,1847,53,"active","crypto",0,0,0,0,0,0,0,0
"1304",1304,"V7526","continental_tep","las_perlas","las_perlas_1",27.4607606,57.15,58.48961726,12,"Restricted",2160.611023,32,"crypto5",1399.34457312459,1006,72,1096,90,"active","crypto",0,0,0,0,0,0,0,0
"1305",1305,"V7530","offshore_tep","revillagigedo","revillagigedo_2",25.55646986,27.48,0.082400503,2,"Restricted",76.02174675,18,"crypto5",5777.24749327177,535,56,650,115,"active","crypto",0,0,0,0,0,0,0,0
"1306",1306,"V7531","offshore_tep","revillagigedo","revillagigedo_3",25.35435868,28.867,0.00298335,2,"Restricted",170.4505946,28,"crypto5",841.632332580291,531,57,560,29,"active","crypto",0,0,0,0,0,0,0,0
"1307",1307,"V8009","caribbean","florida_keys","florida_keys_4",26.34265548,52.5,30.33921774,29,"Closed",684.6758914,36,"crypto5",2490.47097891395,1404,64,1538,134,"active","crypto",0,0,0,0,0,0,0,0
"1308",1308,"V8012","caribbean","florida_keys","florida_keys_1",26.72525131,67.321,112.4084654,29,"Closed",1107.517461,38,"crypto5",27.1032166244288,1462,56,1590,128,"active","crypto",0,0,0,0,0,0,0,0
"1309",1309,"V8015","caribbean","florida_keys","florida_keys_3",26.75360838,56.5,90.59050737,29,"Closed",690.6206456,39,"crypto5",1790.92877455461,1260,58,1262,2,"active","crypto",0,0,0,0,0,0,0,0
"1310",1310,"V8030","caribbean","florida_keys","florida_keys_2",26.66645888,55.564,152.4117696,29,"Closed",711.8605473,132,"crypto5",2,1369,3,1370,1,"active","crypto",0,0,0,0,0,0,0,0
"1311",1311,"V8057","caribbean","curacao","curacao_3",27.37822228,42.127,107.5464134,0,"Fished",179.4782453,15,"crypto5",549.211021718443,283,44,283,0,"active","crypto",0,0,0,0,0,0,0,0
"1312",1312,"V8057","caribbean","curacao","curacao_1",27.36272391,38.885,2086.800403,0,"Fished",134.7818248,15,"crypto5",549.211021718443,283,44,283,0,"active","crypto",0,0,0,0,0,0,0,0
"1313",1313,"V8093","caribbean","bonaire","bonaire_2",27.42594135,42.667,53.52726759,27,"Restricted",289.7148989,15,"crypto5",42.299523046398,227,12,259,32,"active","crypto",0,0,0,0,0,0,0,0
"1314",1314,"V8093","caribbean","bonaire","bonaire_3",27.44957222,65.65,159.6667909,27,"Restricted",274.9593321,15,"crypto5",42.299523046398,227,12,259,32,"active","crypto",0,0,0,0,0,0,0,0
"1315",1315,"V8094","caribbean","curacao","curacao_4",27.4762042,41.388,117.5835715,0,"Fished",225.6181667,16,"crypto5",0,6649,10,7522,873,"active","crypto",0,0,0,0,0,0,0,0
"1316",1316,"V8096","caribbean","curacao","curacao_2",27.40738713,40.956,116.4168043,0,"Fished",166.5572277,14,"crypto5",2589.22661858399,73,14,164,91,"active","crypto",0,0,0,0,0,0,0,0
"1317",1317,"V8175","caribbean","san_blas","san_blas_1",27.9221571,62.469,83.39860752,0,"Fished",235.2121237,15,"crypto5",1.53508425698828,3470,13,4091,621,"active","crypto",0,0,0,0,0,0,0,0
"1318",1318,"V8181","caribbean","bocas_del_toro","bocas_del_toro_1",28.00115765,29.875,64.90122141,0,"Fished",33.07927582,20,"crypto5",2590.29740567826,1222,37,1966,744,"active","crypto",0,0,0,0,0,0,0,0
"1319",1319,"V8219","caribbean","southwestern_caribbean","southwestern_caribbean_2",27.79259522,45,0.472886429,14,"Restricted",454.7860281,41,"crypto5",1059.85593370424,1093,51,1166,73,"active","crypto",0,0,0,0,0,0,0,0
"1320",1320,"V8226","caribbean","southwestern_caribbean","southwestern_caribbean_3",27.79669981,69,0.478113344,14,"Restricted",380.1907767,42,"crypto5",1439.1809781625,418,60,418,0,"active","crypto",0,0,0,0,0,0,0,0
"1321",1321,"V8237","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_1",27.80955032,66.606,7.147167721,14,"Closed",258.3627293,50,"crypto5",1121.17452039598,510,127,512,2,"active","crypto",0,0,0,0,0,0,0,0
"1322",1322,"V8259","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_3",27.80576062,63.24,12719.2482,14,"Closed",371.6934358,65,"crypto5",1376.26951953443,1302,92,1302,0,"active","crypto",0,0,0,0,0,0,0,0
"1323",1323,"V8406","caribbean","belize","belize_3",28.00453661,50.167,100.5459794,23,"Restricted",141.208764,47,"crypto5",735.060317327814,3174,6,3174,0,"active","crypto",0,0,0,0,0,0,0,0
"1324",1324,"V8474","caribbean","mexico_caribbean","mexico_caribbean_13",27.79332632,64.82,261.775681,3,"Restricted",1620.039372,26,"crypto5",9372.33604651174,1813,13,1971,158,"active","crypto",0,0,0,0,0,0,0,0
"1325",1325,"V8490","caribbean","mexico_caribbean","mexico_caribbean_12",28.01284986,32.298,10.28978407,0,"Fished",168.266968,25,"crypto5",75.5554127863926,550,10,631,81,"active","crypto",0,0,0,0,0,0,0,0
"1326",1326,"V8691","caribbean","grand_cayman","grand_cayman_1",28.03176552,54,3981.11194,33,"Restricted",353.036567,47,"crypto5",903.284233432167,2695,27,2823,128,"active","crypto",0,0,0,0,0,0,0,0
"1327",1327,"V8803","caribbean","cuba","cuba_1",28.01797581,45.164,29.65107863,9,"Restricted",99.63773697,46,"crypto5",2844.49450648831,429,48,450,21,"active","crypto",0,0,0,0,0,0,0,0
"1328",1328,"V9294","central_iwp","palau","palau_1",29.23588654,148.3,0.356749738,15,"Closed",453.1977904,76,"crypto5",23415.5647500357,480,52,532,52,"active","crypto",0,0,0,0,0,0,0,0
"1329",1329,"V9387","sw_atlantic","abrolhos","abrolhos_1",25.9122393,26.64,24.5418829,36,"Restricted",129.2454912,5,"crypto5",0,174,0,174,0,"active","crypto",0,0,0,0,0,0,0,0
"1330",1330,"V9387","sw_atlantic","neb","neb_1",25.91847149,31.182,23.12337527,36,"Restricted",430.2367896,5,"crypto5",0,174,0,174,0,"active","crypto",0,0,0,0,0,0,0,0
"1331",1331,"V9388","sw_atlantic","neb","neb_3",25.97525955,21,58.58279555,36,"Restricted",198.9719174,5,"crypto5",113,4717,9,4989,272,"active","crypto",0,0,0,0,0,0,0,0
"1332",1332,"V9391","sw_atlantic","neb","neb_2",25.95102624,29.067,46.43862614,26,"Restricted",229.5946345,3,"crypto5",0,119,1,119,0,"active","crypto",0,0,0,0,0,0,0,0
"1333",1333,"V9399","offshore_sw_atlantic","noronha","noronha_1",27.33692162,24.048,853.0534328,30,"Restricted",220.2895794,7,"crypto5",45,1476,13,2078,602,"active","crypto",0,0,0,0,0,0,0,0
"1334",1334,"V9427","offshore_sw_atlantic","stpauls_rocks","stpauls_rocks_1",27.33693531,12.041,0,1,"Closed",533.6256031,0,"crypto5",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1335",1335,"V9428","offshore_sw_atlantic","trindade","trindade_2",25.20253776,20.334,0,1,"Closed",1330.12691,0,"crypto5",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1336",1336,"V9429","sw_pacific","southern_coral_sea","southern_coral_sea_7",25.35074696,114.233,9.3e-05,7,"Closed",111.7900726,0,"crypto5",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1337",1337,"V9446","sw_pacific","central_coral_sea","central_coral_sea_19",26.81819764,142.14,0.181255823,7,"Closed",283.8299502,0,"crypto5",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1338",1338,"V9463","sw_pacific","central_coral_sea","central_coral_sea_21",26.76329348,127.081,0.599937535,7,"Closed",474.8821846,58,"crypto5",2792.01311683071,1041,167,1050,9,"active","crypto",0,0,0,0,0,0,0,0
"1339",1339,"V9482","sw_pacific","central_coral_sea","central_coral_sea_4",26.71731865,170.757,0.326855143,7,"Closed",241.726872,78,"crypto5",3819.98548743044,1173,148,1200,27,"active","crypto",0,0,0,0,0,0,0,0
"1340",1340,"V9485","sw_pacific","central_coral_sea","central_coral_sea_5",26.6901062,153.321,0.228821343,7,"Closed",262.9439183,138,"crypto5",592608.63695944,2870,198,2881,11,"active","crypto",0,0,0,0,0,0,0,0
"1341",1341,"V9496","sw_pacific","central_coral_sea","central_coral_sea_17",26.51416426,138.286,0.730447591,7,"Closed",392.3837395,84,"crypto5",5759.61838750989,961,151,962,1,"active","crypto",0,0,0,0,0,0,0,0
"1342",1342,"V9499","sw_pacific","central_coral_sea","central_coral_sea_18",26.52524038,119.77,0.703473762,7,"Closed",308.597585,74,"crypto5",3777.85193300881,857,189,901,44,"active","crypto",0,0,0,0,0,0,0,0
"1343",1343,"V9523","sw_pacific","central_coral_sea","central_coral_sea_8",26.67324968,147.79,0.000344196,7,"Closed",386.8520941,89,"crypto5",2225.71007174722,1267,193,1267,0,"active","crypto",0,0,0,0,0,0,0,0
"1344",1344,"V9539","sw_pacific","central_coral_sea","central_coral_sea_10",26.64634114,127.066,0.005860597,7,"Closed",484.892859,93,"crypto5",29465.0467986267,2487,148,2489,2,"active","crypto",0,0,0,0,0,0,0,0
"1345",1345,"V9547","sw_pacific","central_coral_sea","central_coral_sea_13",26.53115768,98,0.14848753,7,"Closed",462.6031983,40,"crypto5",2034.28627014321,541,157,542,1,"active","crypto",0,0,0,0,0,0,0,0
"1346",1346,"V9565","sw_pacific","central_coral_sea","central_coral_sea_12",26.5582935,124.357,0.13898351,7,"Closed",323.2553283,60,"crypto5",15524.7018112425,680,189,716,36,"active","crypto",0,0,0,0,0,0,0,0
"1347",1347,"V9571","sw_pacific","central_coral_sea","central_coral_sea_15",26.46397257,145.121,0.247770716,7,"Closed",221.0375059,65,"crypto5",13955.5609828853,1749,185,1752,3,"active","crypto",0,0,0,0,0,0,0,0
"1348",1348,"V9578","sw_pacific","central_coral_sea","central_coral_sea_23",26.1798981,58.5,0.081743892,7,"Closed",161.4558966,127,"crypto5",188794.917680913,488,158,491,3,"active","crypto",0,0,0,0,0,0,0,0
"1349",1349,"V9590","sw_pacific","central_coral_sea","central_coral_sea_14",26.48135211,115.448,0.21864636,7,"Closed",245.0714168,100,"crypto5",32336.6005544649,666,145,668,2,"active","crypto",0,0,0,0,0,0,0,0
"1350",1350,"V9598","sw_pacific","central_coral_sea","central_coral_sea_2",26.11044847,169.134,0.095627052,7,"Closed",227.4405194,48,"crypto5",47038.5249829135,499,205,499,0,"active","crypto",0,0,0,0,0,0,0,0
"1351",1351,"V9601","sw_pacific","southern_coral_sea","southern_coral_sea_8",25.61579077,146.464,0.087271449,7,"Closed",183.0578774,74,"crypto5",1576549.80483544,540,212,540,0,"active","crypto",0,0,0,0,0,0,0,0
"1352",1352,"V9605","sw_pacific","central_coral_sea","central_coral_sea_3",26.14337838,127.943,0.083861723,7,"Closed",352.6465003,84,"crypto5",142691.522911815,1000,214,1017,17,"active","crypto",0,0,0,0,0,0,0,0
"1353",1353,"V9609","sw_pacific","central_coral_sea","central_coral_sea_1",26.11375899,144.966,0.105308823,7,"Closed",242.0754041,84,"crypto5",112847.865152918,1112,213,1117,5,"active","crypto",0,0,0,0,0,0,0,0
"1354",1354,"V9614","sw_pacific","southern_coral_sea","southern_coral_sea_5",25.22691894,97.286,0.141334445,7,"Closed",30.33354761,156,"crypto5",182622.129359036,434,172,434,0,"active","crypto",0,0,0,0,0,0,0,0
"1355",1355,"V9615","sw_pacific","southern_coral_sea","southern_coral_sea_3",25.16804436,134.665,0.120199672,7,"Closed",158.8652081,148,"crypto5",782065.648799962,532,200,532,0,"active","crypto",0,0,0,0,0,0,0,0
"1356",1356,"V9615","sw_pacific","southern_coral_sea","southern_coral_sea_4",25.18280339,133.16,0.132255008,7,"Closed",411.8099375,148,"crypto5",782065.648799962,532,200,532,0,"active","crypto",0,0,0,0,0,0,0,0
"1357",1357,"V9616","sw_pacific","northern_coral_sea","northern_coral_sea_1",27.05983237,187.17,0.210041059,7,"Closed",439.5361666,228,"crypto5",1020912.05876606,999,177,999,0,"active","crypto",0,0,0,0,0,0,0,0
"1358",1358,"V9634","sw_pacific","northern_coral_sea","northern_coral_sea_2",27.05366863,163.715,0.209354671,7,"Closed",531.4516314,53,"crypto5",6131.30712497718,839,217,839,0,"active","crypto",0,0,0,0,0,0,0,0
"1359",1359,"V9644","sw_pacific","central_coral_sea","central_coral_sea_22",26.95444082,176.684,0.558261139,7,"Closed",938.5630612,108,"crypto5",12228.3957154387,439,40,444,5,"active","crypto",0,0,0,0,0,0,0,0
"1360",1360,"V9646","sw_pacific","central_coral_sea","central_coral_sea_20",26.9018395,116.464,0.184343605,7,"Closed",189.8539924,97,"crypto5",32977.3250034992,422,42,426,4,"active","crypto",0,0,0,0,0,0,0,0
"1361",1361,"V9660","sw_pacific","central_coral_sea","central_coral_sea_7",26.73878637,124.457,0,7,"Closed",386.382277,87,"crypto5",4809.80596761915,1274,83,1334,60,"active","crypto",0,0,0,0,0,0,0,0
"1362",1362,"V9663","sw_pacific","southern_coral_sea","southern_coral_sea_2",24.72486253,130.759,0.32951139,7,"Closed",206.94561,85,"crypto5",37014.9798646785,1550,75,1558,8,"active","crypto",0,0,0,0,0,0,0,0
"1363",1363,"V9673","central_pacific","minerva_reefs","minerva_reefs_1",24.51091948,130.755,3.06e-05,0,"Fished",307.0266041,129,"crypto5",59610.54675717,1349,30,1413,64,"active","crypto",0,0,0,0,0,0,0,0
"1364",1364,"V9713","central_pacific","fiji","fiji_3",26.96022119,119.722,0.001065712,0,"Fished",61.96094022,56,"crypto5",8457.8069256672,598,67,604,6,"active","crypto",0,0,0,0,0,0,0,0
"1365",1365,"V9779","central_pacific","fiji","fiji_1",27.00615768,137.006,0.254019425,15,"Restricted",44.79233009,39,"crypto5",160393.462964947,438,42,512,74,"active","crypto",0,0,0,0,0,0,0,0
"1366",1366,"V10025","sw_pacific","new_caledonia","new_caledonia_7",25.92239262,111.352,2.801571902,0,"Fished",48.58066279,18,"crypto15",1171.5,969,12,1064,95,"active","crypto",0,0,0,0,0,0,0,0
"1367",1367,"V10026","sw_pacific","new_caledonia","new_caledonia_9",25.66932856,129.559,3.647123986,0,"Fished",64.00851649,1,"crypto15",152.833333333333,44,15,44,0,"active","crypto",0,0,0,0,0,0,0,0
"1368",1368,"V10094","sw_pacific","new_caledonia","new_caledonia_12",25.01223383,91.282,12.56664162,0,"Fished",107.1845271,19,"crypto15",7369.91666666667,886,21,886,0,"active","crypto",0,0,0,0,0,0,0,0
"1369",1369,"V10463","sw_pacific","new_caledonia","new_caledonia_5",25.92937784,106.391,2.780672141,11,"Restricted",38.41327332,42,"crypto15",11609.25,3654,14,3836,182,"active","crypto",0,0,0,0,0,0,0,0
"1370",1370,"V10478","sw_pacific","new_caledonia","new_caledonia_2",26.18471463,142.026,0.629343304,5,"Restricted",311.634362,13,"crypto15",21426.3,539,18,539,0,"active","crypto",0,0,0,0,0,0,0,0
"1371",1371,"V10513","sw_pacific","new_caledonia","new_caledonia_1",26.05786634,156.323,1.020673114,11,"Restricted",307.5213714,36,"crypto15",1912.33333333333,2296,18,2425,129,"active","crypto",0,0,0,0,0,0,0,0
"1372",1372,"V10543","sw_pacific","new_caledonia","new_caledonia_6",25.86883296,96.901,5.978511005,0,"Fished",31.1682725,2,"crypto15",65.5,85,17,85,0,"active","crypto",0,0,0,0,0,0,0,0
"1373",1373,"V10549","central_pacific","niue","niue_1",26.64775405,95.536,35.29592494,0,"Fished",404.6782482,5,"crypto15",10565.5,183,15,183,0,"active","crypto",0,0,0,0,0,0,0,0
"1374",1374,"V10587","central_pacific","tonga","tonga_2",25.97714345,87.83,0.723435024,0,"Fished",215.0916064,2,"crypto15",9,97,14,97,0,"active","crypto",0,0,0,0,0,0,0,0
"1375",1375,"V10598","central_pacific","tonga","tonga_7",25.92717357,147.542,7.603968166,0,"Fished",205.3941372,29,"crypto15",334,1388,9,1388,0,"active","crypto",0,0,0,0,0,0,0,0
"1376",1376,"V10609","central_pacific","tonga","tonga_8",25.70779242,83.3,43.37380658,0,"Fished",226.4487803,4,"crypto15",1008.5,162,15,162,0,"active","crypto",0,0,0,0,0,0,0,0
"1377",1377,"V10619","central_pacific","tonga","tonga_3",25.91113305,140.111,0.912890815,0,"Fished",430.1842233,14,"crypto15",10856,616,8,616,0,"active","crypto",0,0,0,0,0,0,0,0
"1378",1378,"V10642","central_pacific","tonga","tonga_4",26.55343314,169.5,9.637179249,0,"Fished",325.8606815,15,"crypto15",64.5,730,8,776,46,"active","crypto",0,0,0,0,0,0,0,0
"1379",1379,"V10644","central_pacific","tonga","tonga_11",26.55757882,151.723,13.96639455,0,"Fished",50.39981213,13,"crypto15",9791.5,590,6,638,48,"active","crypto",0,0,0,0,0,0,0,0
"1380",1380,"V10842","sw_atlantic","santa_catarina","santa_catarina_1",22.26363588,34.835,269.533681,19,"Restricted",88.83822906,11,"crypto15",87916,681,4,819,138,"active","crypto",0,0,0,0,0,0,0,0
"1381",1381,"V10843","sw_atlantic","santa_catarina","santa_catarina_3",22.30991188,27.791,326.1445974,19,"Restricted",107.4861895,23,"crypto15",10116.1666666667,1622,7,1673,51,"active","crypto",0,0,0,0,0,0,0,0
"1382",1382,"V10844","sw_atlantic","santa_catarina","santa_catarina_4",21.95692995,26.716,253.218654,19,"Restricted",31.69254448,20,"crypto15",49319.5833333333,1336,8,1336,0,"active","crypto",0,0,0,0,0,0,0,0
"1383",1383,"V10845","eastern_atlantic","cverde","cverde_1",24.13931764,28.606,10.60280489,0,"Fished",275.8589295,6,"crypto15",302.95,231,8,253,22,"active","crypto",0,0,0,0,0,0,0,0
"1384",1384,"V1130","polynesian","cook_islands_sp","cook_islands_sp_1",28.39715436,84.018,0.000161209,2,"Restricted",358.8420184,0,"crypto15",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1385",1385,"V11490","central_iwp","pulau_naira","pulau_naira_1",28.55016913,183.038,132.9532289,0,"Fished",519.5839125,8,"crypto15",1183.66666666667,418,9,418,0,"active","crypto",0,0,0,0,0,0,0,0
"1386",1386,"V1170","central_pacific","samoa","samoa_4",28.26729949,69.896,4.900748768,0,"Fished",54.29437089,3,"crypto15",117.5,99,6,183,84,"active","crypto",0,0,0,0,0,0,0,0
"1387",1387,"V1173","central_pacific","rose_atoll","rose_atoll_1",28.17118226,106.679,0.240674063,10,"Restricted",271.1308743,4,"crypto15",6051.5,178,6,178,0,"active","crypto",0,0,0,0,0,0,0,0
"1388",1388,"V1174","central_pacific","samoa","samoa_2",28.26368228,59.1,9.619699536,0,"Fished",52.92180559,3,"crypto15",104208.333333333,157,11,157,0,"active","crypto",0,0,0,0,0,0,0,0
"1389",1389,"V1175","central_pacific","samoa","samoa_8",28.25949554,54.5,1211.681489,0,"Fished",75.44278217,7,"crypto15",69333.55,259,7,376,117,"active","crypto",0,0,0,0,0,0,0,0
"1390",1390,"V1176","central_pacific","samoa","samoa_3",28.28596323,118.779,1.221461016,0,"Fished",225.0891548,4,"crypto15",84640.5,252,8,252,0,"active","crypto",0,0,0,0,0,0,0,0
"1391",1391,"V1177","central_pacific","samoa","samoa_1",28.26298679,99.824,10.47139258,0,"Fished",42.78363041,7,"crypto15",4343.08333333333,270,6,310,40,"active","crypto",0,0,0,0,0,0,0,0
"1392",1392,"V1182","central_pacific","samoa","samoa_7",28.40360835,100.877,980.1064202,0,"Fished",75.35971589,16,"crypto15",1503376.08333333,548,10,548,0,"active","crypto",0,0,0,0,0,0,0,0
"1393",1393,"V12232","central_iwp","flores","flores_1",28.88005412,208.533,35.68614418,0,"Fished",172.8366949,19,"crypto15",11441.1833333333,893,18,893,0,"active","crypto",0,0,0,0,0,0,0,0
