"","ID","region","locality","sites","temp","Richness","grav_total","Age_of_protection","Class","biomassarea1","Indegree","ModelMode","btwdegree","Inflow","Outdegree","InflowLR","SelfR","Larval_behaviour","FE","InflowBR","IndegreeBR","CorridorIndegreeBR","grav_neiBR","IndegreeMPABR","InflowMPABR","IndegreeNeiBR","InflowNeiBR","LonId","LatID","Lon","Lat"
"111","V3980","sw_pacific","northern_coral_sea","northern_coral_sea_3",27.14855087,171.014,0.930257788,7,"Restricted",600.6081732,138,"pare",5883.305524,3880,41,3880,0,"passive","pare",2250,78,13,157,38,1066,100.3205128,2847.974359,144.44,-10.5,144.4436,-10.4418
"112","V3981","sw_pacific","northern_coral_sea","northern_coral_sea_6",27.1883592,203.211,1.159310673,7,"Restricted",939.4397659,187,"pare",65512.50906,5270,57,5296,26,"passive","pare",3916,137,60,110,94,2650,89.10218978,2492.715328,144.52,-10.18,144.5828,-10.185
"113","V4043","sw_pacific","queensland_(other)","queensland_(other)_17",27.1767765,206.167,1.226788768,0,"Fished",560.0045611,173,"pare",9191.567252,5578,50,5578,0,"passive","pare",3814,116,30,195,65,2178,92.04310345,2621.155172,143.96,-9.94,144.0261,-9.9467
"114","V4044","sw_pacific","queensland_(other)","queensland_(other)_18",27.18604539,183.576,1.04806209,0,"Fished",613.000814,85,"pare",7753.853972,2376,62,2376,0,"passive","pare",1260,44,13,108,20,584,104.4090909,2978.818182,143.88,-10.02,143.8639,-10.063
"115","V4049","sw_pacific","queensland_(other)","queensland_(other)_16",27.18128636,194.35,1.247758104,0,"Fished",1003.516175,35,"pare",3827.198031,950,53,950,0,"passive","pare",80,3,1,2,0,0,70.66666667,1932,144.2,-9.94,144.1534,-9.9628
"116","V4181","sw_pacific","central_gbr","central_gbr_20",26.23464071,142.048,2.843159731,15,"Restricted",153.1607444,409,"pare",27417.43189,11742,167,11768,26,"passive","pare",11768,409,36,804,396,11406,149.5843521,4237.144254,147.4,-18.58,147.403,-18.6505
"117","V4342","sw_pacific","whitsundays","whitsundays_2",25.67532799,102.743,2.346484256,15,"Closed",423.0430407,178,"pare",3104.785456,5074,228,5074,0,"passive","pare",5074,178,76,156,169,4828,101.9775281,2861.337079,149.16,-19.86,149.1345,-19.8131
"118","V4343","sw_pacific","central_gbr","central_gbr_21",25.6795832,152.018,2.434943659,15,"Closed",894.643504,127,"pare",3123.048807,3438,206,3438,0,"passive","pare",3438,127,47,236,124,3358,189.4015748,5408.834646,149.08,-19.86,149.0719,-19.7987
"119","V4488","sw_pacific","central_gbr","central_gbr_9",26.28109472,57.867,6.667953172,15,"Closed",148.176814,36,"pare",1533.585735,950,89,950,0,"passive","pare",950,36,6,25,36,950,98.86111111,2709.111111,146.28,-18.1,146.2799,-18.1358
"120","V4552","sw_pacific","queensland_(other)","queensland_(other)_1",25.04411775,120.226,0.762055417,15,"Restricted",225.7904506,150,"pare",2976.289215,4128,57,4128,0,"passive","pare",3986,145,20,87,144,3960,70.15172414,1915.434483,152.52,-22.34,152.54,-22.3794
"121","V4579","sw_pacific","capricorn_group","capricorn_group_8",24.55463253,109.786,3.261797926,15,"Closed",540.8430757,51,"pare",604.3708082,1364,71,1364,0,"passive","pare",1336,50,10,62,50,1336,94.04,2690.04,151.88,-23.22,151.9286,-23.2148
"122","V4582","sw_pacific","capricorn_group","capricorn_group_6",24.43738718,123.321,4.218634727,15,"Restricted",312.677658,140,"pare",612.1739429,3954,62,3954,0,"passive","pare",3928,139,14,954,129,3620,111.9568345,3181.669065,151.72,-23.22,151.727,-23.2781
"123","V4594","sw_pacific","capricorn_group","capricorn_group_4",24.28291566,130.171,6.779172882,15,"Restricted",268.5863302,113,"pare",2233.14848,3046,68,3046,0,"passive","pare",2994,111,18,134,108,2916,89.09009009,2515.837838,151.72,-23.46,151.7587,-23.5191
"124","V4620","sw_pacific","capricorn_group","capricorn_group_2",24.5154978,150.019,7.461503311,15,"Closed",241.3003285,217,"pare",4500.147092,6152,134,6152,0,"passive","pare",6038,213,17,484,212,6010,177.1079812,5004.460094,152.44,-23.86,152.3847,-23.8806
"125","V4912","sw_pacific","central_gbr","central_gbr_2",26.5672119,146.589,7.410903311,15,"Closed",337.0801062,460,"pare",15627.77642,13310,191,13310,0,"passive","pare",13310,460,69,870,450,13044,171.6,4876.091304,146.04,-16.58,145.9812,-16.566
"126","V4918","sw_pacific","central_gbr","central_gbr_3",26.51465166,169.128,6.858620512,15,"Restricted",440.9014478,349,"pare",9517.018115,9712,140,9712,0,"passive","pare",9712,349,54,665,338,9412,196.5787966,5692.52149,146.2,-16.82,146.1918,-16.8886
"127","V4921","sw_pacific","central_gbr","central_gbr_5",26.58228857,182.246,5.027961459,15,"Restricted",803.1217673,220,"pare",2992.695122,6474,163,6500,26,"passive","pare",6390,216,44,379,212,6284,157.9074074,4505.592593,146.28,-16.82,146.2678,-16.7592
"128","V4922","sw_pacific","central_gbr","central_gbr_24",26.46488439,145,5.169381462,15,"Closed",1250.382857,420,"pare",15053.64754,12150,145,12176,26,"passive","pare",12176,420,54,775,416,12064,199.1428571,5719.447619,146.44,-17.54,146.5018,-17.5199
"129","V4957","sw_pacific","central_gbr","central_gbr_11",26.40171901,88,5.584992654,15,"Restricted",734.7927889,307,"pare",8163.800563,8524,148,8550,26,"passive","pare",8550,307,60,499,298,8292,149.7589577,4220.579805,146.52,-17.78,146.4497,-17.7721
"130","V4994","sw_pacific","central_gbr","central_gbr_18",26.38260346,147.565,1.947964267,15,"Closed",85.84672413,229,"pare",4212.968078,6330,239,6330,0,"passive","pare",6330,229,49,346,218,6004,158.1965066,4573.187773,147.4,-18.42,147.447,-18.4048
"131","V5037","sw_pacific","central_gbr","central_gbr_19",26.45829897,153.167,1.770948976,15,"Closed",91.16645409,654,"pare",12041.70269,21298,129,21298,0,"passive","pare",21298,654,41,1163,638,20810,131.6636086,3717.614679,147.4,-18.34,147.38,-18.2662
"132","V5064","sw_pacific","central_gbr","central_gbr_13",25.54306077,117.945,19.4375289,15,"Restricted",452.9310057,194,"pare",34335.14787,5742,174,5742,0,"passive","pare",5638,190,66,311,185,5490,216.7684211,6352.031579,148.84,-20.02,148.9025,-20.0661
"133","V5074","sw_pacific","central_gbr","central_gbr_1",26.46935317,119.393,12.60558979,15,"Restricted",158.5178339,0,"pare",0,0,0,0,0,"passive","pare",0,0,0,0,0,0,0,0,146.04,-16.9,145.9921,-16.945
"134","V5088","sw_pacific","southern_coral_sea","southern_coral_sea_6",25.68883292,143.739,0.294881999,7,"Closed",239.8638264,28,"pare",3395.237641,758,22,758,0,"passive","pare",54,2,1,0,2,54,29.5,795,153.64,-21.86,153.5603,-21.8959
"135","V5092","central_iwp","north_west_shelf","north_west_shelf_14",27.04413685,56.786,0.232631494,0,"Fished",756.0893979,43,"pare",28386.40132,1212,14,1238,26,"passive","pare",1210,42,16,737,7,218,33.57142857,931.1904762,119.08,-19.62,119.1098,-19.5835
"136","V5093","central_iwp","north_west_shelf","north_west_shelf_15",26.81515549,35.951,2.403824183,0,"Fished",151.6270856,33,"pare",4190.631232,852,26,878,26,"passive","pare",850,32,13,585,4,104,48.78125,1355.8125,118.52,-20.26,118.5037,-20.2514
"137","V5094","central_iwp","north_west_shelf","north_west_shelf_29",26.03515002,92.467,0.46444822,8,"Restricted",1026.654349,31,"pare",12136.12969,808,15,834,26,"passive","pare",808,30,17,45,5,142,32.6,901.9333333,115.48,-20.98,115.4645,-20.9485
"138","V5096","central_iwp","north_west_shelf","north_west_shelf_3",28.60022115,164.549,3.418996678,0,"Fished",279.2302203,36,"pare",51744.46871,1034,18,1062,28,"passive","pare",1010,34,16,90,1,26,24.97058824,703.5882353,123.4,-11.94,123.355,-11.9749
"139","V5113","central_iwp","north_west_shelf","north_west_shelf_4",28.61884383,159.142,2.633623586,15,"Closed",244.1789467,46,"pare",255662.3468,1486,9,1522,36,"passive","pare",1468,44,9,36,7,250,21.75,617.5,122.92,-12.26,122.9918,-12.2368
"140","V5125","central_iwp","north_west_shelf","north_west_shelf_7",28.66387943,179.999,0.083356792,0,"Fished",1120.488696,36,"pare",160968.5956,970,10,970,0,"passive","pare",888,33,17,45,4,108,26.09090909,720.3030303,121.72,-14.02,121.7593,-14.0764
"141","V5133","central_iwp","north_west_shelf","north_west_shelf_6",28.67226663,172.856,0.085699037,0,"Fished",883.4687268,31,"pare",22310.5108,832,13,832,0,"passive","pare",832,31,13,576,2,58,50.5483871,1450.903226,121.96,-14.18,121.956,-14.1017
"142","V5170","central_iwp","north_west_shelf","north_west_shelf_12",27.86935863,141,0.033512591,8,"Closed",1135.330832,0,"pare",0,0,3,0,0,"passive","pare",0,0,0,0,0,0,0,0,119.4,-17.22,119.3529,-17.2478
"143","V5172","central_iwp","north_west_shelf","north_west_shelf_13",27.86935863,150.091,0.03318512,8,"Closed",718.5532704,2,"pare",0,54,0,54,0,"passive","pare",54,2,0,1,0,0,0.5,0,119.32,-17.3,119.369,-17.3025
"144","V5176","central_iwp","north_west_shelf","north_west_shelf_9",27.75676007,68.667,0.033225845,8,"Closed",657.5056165,0,"pare",0,0,1,0,0,"passive","pare",0,0,0,0,0,0,0,0,118.92,-17.54,118.9646,-17.5047
"145","V5177","central_iwp","north_west_shelf","north_west_shelf_8",27.73864672,149.26,0.034434825,8,"Closed",681.0409077,2,"pare",0,54,0,54,0,"passive","pare",54,2,0,0,1,26,0.5,0,119,-17.62,118.9652,-17.5755
"146","V5178","central_iwp","north_west_shelf","north_west_shelf_11",27.9587699,155.303,0.028153337,7,"Restricted",825.9482923,1,"pare",0,30,0,30,0,"passive","pare",30,1,0,0,0,0,1,0,119.56,-17.06,119.6395,-17.0688
"147","V5179","central_iwp","north_west_shelf","north_west_shelf_10",27.94065655,134.518,0.029268342,7,"Restricted",416.0426107,0,"pare",0,0,6,0,0,"passive","pare",0,0,0,0,0,0,0,0,119.56,-17.14,119.6319,-17.1415
"148","V5181","central_iwp","north_west_shelf","north_west_shelf_25",26.28122888,132.545,0.168201547,8,"Closed",539.5973887,0,"pare",0,0,3,0,0,"passive","pare",0,0,0,0,0,0,0,0,115.48,-20.34,115.537,-20.3852
"149","V5192","central_iwp","north_west_shelf","north_west_shelf_27",26.17470096,106.343,0.287284105,8,"Restricted",710.9825378,0,"pare",0,0,0,0,0,"passive","pare",0,0,0,0,0,0,0,0,115.56,-20.66,115.5766,-20.5791
"150","V5195","central_iwp","north_west_shelf","north_west_shelf_31",25.94902735,60.063,0.239803797,0,"Fished",660.8353122,2,"pare",0,52,0,52,0,"passive","pare",52,2,0,0,0,0,3,76,115.24,-21.3,115.1727,-21.321
"151","V5197","central_iwp","ningaloo_marine_park","ningaloo_marine_park_6",25.70620149,95.167,0.425913702,14,"Closed",1013.202175,0,"pare",0,0,0,0,0,"passive","pare",0,0,0,0,0,0,0,0,114.28,-21.62,114.3452,-21.6542
"152","V5208","central_iwp","ningaloo_marine_park","ningaloo_marine_park_1",25.59902188,98.467,1.401245511,14,"Closed",220.3541817,13,"pare",233.7392811,340,58,368,28,"passive","pare",368,13,0,6,10,282,10.46153846,335.5384615,113.88,-21.94,113.9391,-21.933
"153","V5210","central_iwp","ningaloo_marine_park","ningaloo_marine_park_3",24.79102354,124.052,0.435877297,14,"Closed",376.3201712,13,"pare",3585.590061,372,67,402,30,"passive","pare",344,11,1,6,9,288,10.45454545,299.6363636,113.72,-23.06,113.7572,-23.1219
"154","V5211","central_iwp","ningaloo_marine_park","ningaloo_marine_park_8",24.98163144,109.148,0.460141554,14,"Closed",356.3856899,12,"pare",309845.0011,324,33,350,26,"passive","pare",206,7,2,3,6,178,8.285714286,233.4285714,113.72,-22.9,113.7719,-22.8989
"155","V5217","central_iwp","ningaloo_marine_park","ningaloo_marine_park_4",24.7006621,125.881,0.350636172,14,"Closed",356.9137785,10,"pare",15197.41667,310,13,348,38,"passive","pare",194,5,1,1,5,194,9,376.4,113.72,-23.22,113.7602,-23.1875
"156","V5409","nw_indian","red_sea","red_sea_2",26.98606731,71.8,20.54806121,24,"Restricted",637.5681168,73,"pare",9560.606601,2034,64,2034,0,"passive","pare",2034,73,2,8564,12,342,56.10958904,1679.945205,35.88,23.34,35.8861,23.4073
"157","V5692","central_iwp","northern_territory_(other)","northern_territory_(other)_8",28.23648623,34.667,0.260945837,7,"Restricted",335.962163,18,"pare",18449.03411,550,10,550,0,"passive","pare",78,3,2,4,0,0,17.33333333,509.3333333,134.12,-11.46,134.1355,-11.4338
"158","V5694","central_iwp","mornington_island","mornington_island_4",27.60939698,55.5,0.070860711,7,"Fished",820.1030754,6,"pare",11210.54327,142,10,176,34,"passive","pare",118,4,2,0,0,0,7.25,227,139.4,-16.26,139.4244,-16.2872
"159","V5695","central_iwp","mornington_island","mornington_island_5",27.72035261,72.333,0.065993185,7,"Fished",1046.718623,11,"pare",83172.98137,312,6,344,32,"passive","pare",316,10,5,0,0,0,9.5,297.6,139.24,-16.26,139.2515,-16.2337
"160","V5696","central_iwp","northern_territory_(other)","northern_territory_(other)_3",28.27031699,89.286,0.206297319,7,"Restricted",399.3058778,9,"pare",182705.1503,314,8,344,30,"passive","pare",174,5,2,0,0,0,6.2,204,132.68,-10.34,132.7083,-10.3252
"161","V5697","central_iwp","northern_territory_(other)","northern_territory_(other)_6",28.21870967,48.833,0.217901404,7,"Restricted",964.6663913,4,"pare",390.6614081,132,7,132,0,"passive","pare",68,2,1,0,0,0,8,231,133.8,-11.3,133.7982,-11.2953
"162","V5698","central_iwp","northern_territory_(other)","northern_territory_(other)_11",27.98714067,53.339,0.079158209,7,"Restricted",1022.950661,2,"pare",0,64,8,118,54,"passive","pare",54,1,0,0,0,0,2,64,136.92,-11.62,136.9002,-11.6269
"163","V5699","sw_pacific","queensland_(other)","queensland_(other)_7",27.95772663,55,0.036680504,7,"Restricted",1942.652461,9,"pare",28128.37335,306,11,306,0,"passive","pare",306,9,2,0,0,0,9.888888889,318,140.12,-15.46,140.1492,-15.4886
"164","V5714","central_iwp","northern_territory_(other)","northern_territory_(other)_2",27.98816476,61.267,0.054567666,0,"Fished",184.1976305,113,"pare",772.6475218,3314,44,3314,0,"passive","pare",1620,55,21,1701,1,26,63.4,1753.309091,136.76,-11.22,136.6854,-11.2275
"165","V5746","central_iwp","offshore_shoals","offshore_shoals_3",28.65667515,81,0.585523105,7,"Restricted",2056.704848,15,"pare",4129.538516,424,11,424,0,"passive","pare",424,15,2,16,1,26,13.66666667,389.7333333,129.88,-11.14,129.9128,-11.1349
"166","V5747","central_iwp","offshore_shoals","offshore_shoals_4",28.61584548,33.167,0.565093024,7,"Restricted",90.8275952,13,"pare",180286.2856,360,18,360,0,"passive","pare",360,13,4,4,0,0,19.15384615,560.7692308,130.12,-10.9,130.0991,-10.9008
"167","V5748","central_iwp","offshore_shoals","offshore_shoals_5",28.55396979,98,1.725607131,0,"Fished",363.3207902,13,"pare",2098.214575,368,17,368,0,"passive","pare",368,13,1,2,1,26,15.76923077,471.2307692,129.16,-9.54,129.1722,-9.5276
"168","V5853","sw_pacific","northern_coral_sea","northern_coral_sea_5",27.23107827,198.33,1.320566488,7,"Restricted",672.1719977,63,"pare",5526.269648,1704,65,1704,0,"passive","pare",1040,39,19,1538,0,0,72.20512821,1992.871795,144.68,-10.02,144.6897,-10.0684
"169","V5853","sw_pacific","northern_coral_sea","northern_coral_sea_9",27.24699283,207.223,1.40162691,7,"Restricted",1432.005407,63,"pare",5526.269648,1704,65,1704,0,"passive","pare",1040,39,19,1538,0,0,72.20512821,1992.871795,144.68,-10.02,144.6895,-9.978
"170","V6483","central_iwp","okinawa","okinawa_2",25.09366317,160,1854.451392,0,"Fished",154.6092662,30,"pare",3540.617179,802,33,834,32,"passive","pare",834,30,10,4112,0,0,27.16666667,734,127.8,26.62,127.8655,26.6371
"171","V6583","polynesian","french_polynesia","french_polynesia_6",27.51141777,63.71,3.470567723,0,"Fished",43.04500342,11,"pare",129.6618813,296,13,296,0,"passive","pare",296,11,0,1,0,0,3.636363636,101.6363636,-142.92,-16.74,-142.8835,-16.7226
"172","V6588","polynesian","french_polynesia","french_polynesia_4",27.742357,69.454,0.263461038,0,"Fished",85.79922232,4,"pare",3136.554657,106,9,106,0,"passive","pare",106,4,0,1,0,0,7.5,201.5,-145.16,-15.94,-145.1189,-15.9678
"173","V6589","polynesian","french_polynesia","french_polynesia_20",27.73077706,155,0.508200566,0,"Fished",1372.443745,9,"pare",1093.339418,246,5,246,0,"passive","pare",246,9,1,1,0,0,9.333333333,256.2222222,-145.64,-16.1,-145.7016,-16.0763
"174","V6589","polynesian","society_islands","society_islands_2",27.73034715,146.454,0.678771699,0,"Fished",434.6057356,9,"pare",1093.339418,246,5,246,0,"passive","pare",246,9,1,1,0,0,9.333333333,256.2222222,-145.64,-16.1,-145.6981,-16.0754
"175","V6641","polynesian","french_polynesia","french_polynesia_19",27.64300048,138,0.225795399,0,"Fished",1133.882809,15,"pare",15031.56298,398,42,398,0,"passive","pare",398,15,1,33,0,0,11.73333333,321.6,-145.48,-16.58,-145.4598,-16.5128
"176","V6763","polynesian","french_polynesia","french_polynesia_21",27.77064014,122,0.522462543,0,"Fished",1013.362056,28,"pare",69.39278469,808,1,808,0,"passive","pare",808,28,4,6,0,0,10.35714286,296.2857143,-145.88,-16.02,-145.8939,-15.937
"177","V6763","polynesian","society_islands","society_islands_1",27.77064014,136.109,0.748946292,0,"Fished",574.6965118,28,"pare",69.39278469,808,1,808,0,"passive","pare",808,28,4,6,0,0,10.35714286,296.2857143,-145.88,-16.02,-145.8957,-15.9377
"178","V6853","polynesian","french_polynesia","french_polynesia_2",27.35614122,44.401,0.37221638,0,"Fished",93.220904,8,"pare",528.1919368,240,21,240,0,"passive","pare",240,8,0,0,0,0,8.25,229.75,-142.52,-17.62,-142.5681,-17.6183
"179","V6860","polynesian","french_polynesia","french_polynesia_5",27.21405742,63.834,2.482728866,0,"Fished",81.50211739,9,"pare",1843.613035,240,24,240,0,"passive","pare",240,9,0,0,0,0,9.333333333,256.4444444,-142.2,-18.18,-142.2189,-18.1353
"180","V6870","polynesian","french_polynesia","french_polynesia_8",27.39614944,41.453,0.109777044,0,"Fished",29.37979827,9,"pare",18982.95944,246,44,246,0,"passive","pare",246,9,0,1,0,0,1,26.66666667,-142.52,-17.3,-142.5667,-17.3178
"181","V6877","polynesian","french_polynesia","french_polynesia_15",27.62852076,141,0.435574981,0,"Fished",847.0103063,17,"pare",10662.19849,466,15,466,0,"passive","pare",466,17,6,3,0,0,12.94117647,364.4705882,-143.88,-16.42,-143.9618,-16.4462
"182","V6909","polynesian","french_polynesia","french_polynesia_14",27.57633015,91,6.006074206,0,"Fished",871.809567,66,"pare",131.7928571,1886,5,1924,38,"passive","pare",1924,66,4,58,0,0,14.90909091,420.4242424,-143.64,-16.66,-143.563,-16.6195
"183","V6929","polynesian","french_polynesia","french_polynesia_1",27.40684221,63.71,0.166375248,0,"Fished",94.59353939,0,"pare",0,0,24,0,0,"passive","pare",0,0,0,0,0,0,0,0,-143.4,-17.46,-143.45,-17.4833
"184","V6932","polynesian","french_polynesia","french_polynesia_7",27.76048952,13.143,0.043211967,0,"Fished",61.49251332,7,"pare",75.65833333,194,16,194,0,"passive","pare",194,7,0,2,0,0,2.857142857,79.14285714,-144.6,-15.7,-144.6465,-15.7236
"185","V6941","polynesian","french_polynesia","french_polynesia_12",25.34938059,54.5,5.432876153,0,"Fished",741.8444765,15,"pare",21014.54167,414,4,444,30,"passive","pare",444,15,2,20,0,0,12.26666667,350,-135.08,-23.14,-135.0374,-23.1525
"186","V6945","polynesian","french_polynesia","french_polynesia_11",25.35386033,115.6,0.701231716,0,"Fished",498.9137263,7,"pare",82.99166667,164,14,192,28,"passive","pare",192,7,2,2,0,0,15.28571429,443.1428571,-134.92,-23.14,-134.8742,-23.1293
"187","V6991","polynesian","pitcairn","pitcairn_4",25.02584555,66.463,0.00037993,3,"Restricted",127.596246,51,"pare",21272.62706,1422,11,1422,0,"passive","pare",1422,51,6,578,0,0,18.17647059,502.8235294,-130.68,-23.94,-130.727,-23.943
"188","V6994","polynesian","pitcairn","pitcairn_2",24.64347699,55.173,0,0,"Fished",78.26097399,76,"pare",765.7823822,2316,28,2316,0,"passive","pare",2316,76,10,51,1,28,18.14473684,508.7894737,-124.84,-24.66,-124.7917,-24.6743
"189","V6995","polynesian","pitcairn","pitcairn_3",24.86387949,61.315,7.04e-05,31,"Closed",102.3020572,46,"pare",299.3512385,1228,15,1256,28,"passive","pare",1256,46,8,10,2,54,21.91304348,620.6521739,-128.36,-24.42,-128.3376,-24.344
"190","V7013","polynesian","society_islands","society_islands_6",27.68722283,98,5.642162935,0,"Fished",339.3628568,33,"pare",20100.1548,846,14,872,26,"passive","pare",872,33,5,122,0,0,21.12121212,589.2121212,-151,-16.66,-151.0184,-16.7152
"191","V7029","polynesian","society_islands","society_islands_4",27.61781428,122.304,472.559687,0,"Fished",365.619897,98,"pare",32702.63252,2896,19,2896,0,"passive","pare",2808,95,10,619,0,0,16.11578947,449.2210526,-149.88,-17.54,-149.8628,-17.4845
"192","V7077","polynesian","austral_islands","austral_islands_1",25.48674916,67.891,0.005855667,0,"Fished",34.471528,2,"pare",20196.5,54,6,54,0,"passive","pare",54,2,0,0,2,54,6.5,162,-154.76,-21.78,-154.718,-21.802
