Genus_and_species,species,Schooling,Diet_2012,Size_class
pteragogus_cryptus,pteragogus cryptus,S,IM,2
pteragogus_enneacanthus,pteragogus enneacanthus,S,IM,3
pteragogus_flagellifer,pteragogus flagellifer,S,IM,3
pteragogus_sp,pteragogus sp,S,IM,3
ptereleotris_calliura,ptereleotris calliura,P,PK,3
ptereleotris_evides,ptereleotris evides,M,PK,3
ptereleotris_hanae,ptereleotris hanae,M,PK,3
ptereleotris_heteroptera,ptereleotris heteroptera,M,PK,3
ptereleotris_microlepis,ptereleotris microlepis,M,PK,2
ptereleotris_monoptera,ptereleotris monoptera,M,PK,3
ptereleotris_randalli,ptereleotris randalli,P,PK,1
ptereleotris_sp,ptereleotris sp,P,PK,1
ptereleotris_zebra,ptereleotris zebra,M,PK,3
pterois_antennata,pterois antennata,S,IM,3
pterois_lunulata,pterois lunulata,S,FC,4
pterois_miles,pterois miles,S,FC,4
pterois_radiata,pterois radiata,S,FC,4
pterois_sp,pterois sp,S,FC,4
pterois_volitans,pterois volitans,S,FC,4
pygoplites_diacanthus,pygoplites diacanthus,S,IM,4
rhinecanthus_aculeatus,rhinecanthus aculeatus,S,IM,4
rhinecanthus_assasi,rhinecanthus assasi,S,IM,4
rhinecanthus_cinereus,rhinecanthus cinereus,S,IM,3
rhinecanthus_lunula,rhinecanthus lunula,S,IM,4
rhinecanthus_rectangulus,rhinecanthus rectangulus,S,IM,4
rhinecanthus_verrucosus,rhinecanthus verrucosus,S,IM,4
rypticus_bicolor,rypticus bicolor,S,FC,4
rypticus_bistrispinus,rypticus bistrispinus,S,IM,3
rypticus_courtenayi,rypticus courtenayi,S,FC,3
rypticus_nigripinnis,rypticus nigripinnis,S,FC,4
rypticus_saponaceus,rypticus saponaceus,S,IM,4
rypticus_sp_aotep_n,rypticus sp aotep n,S,IM,4
saurida_flamma,saurida flamma,S,FC,4
saurida_gracilis,saurida gracilis,S,FC,4
saurida_nebulosa,saurida nebulosa,S,FC,3
saurida_sp,saurida sp,S,FC,3
saurida_undosquamis,saurida undosquamis,S,FC,5
scarus_altipinnis,scarus altipinnis,L,HD,5
scarus_bleekeri,scarus bleekeri,S,HD,2
scarus_caudofasciatus,scarus caudofasciatus,S,HD,3
scarus_chameleon,scarus chameleon,S,HD,4
scarus_coelestinus,scarus coelestinus,F,HD,5
scarus_coeruleus,scarus coeruleus,F,HD,6
scarus_compressus,scarus compressus,F,HD,5
scarus_dimidiatus,scarus dimidiatus,F,HD,4
scarus_dubius,scarus dubius,F,HD,4
scarus_falcipinnis,scarus falcipinnis,F,HD,5
scarus_ferrugineus,scarus ferrugineus,F,HD,5
scarus_festivus,scarus festivus,S,HD,5
scarus_flavipectoralis,scarus flavipectoralis,S,HD,4
scarus_forsteni,scarus forsteni,S,HD,4
scarus_frenatus,scarus frenatus,S,HD,4
scarus_ghobban,scarus ghobban,F,HD,5
scarus_globiceps,scarus globiceps,S,HD,4
scarus_guacamaia,scarus guacamaia,F,HD,6
scarus_hoefleri,scarus hoefleri,F,HD,5
scarus_hypselopterus,scarus hypselopterus,S,HD,4
scarus_iseri,scarus iseri,F,HD,4
scarus_koputea,scarus koputea,F,HD,4
scarus_longipinnis,scarus longipinnis,S,HD,4
scarus_niger,scarus niger,S,HD,4
scarus_oviceps,scarus oviceps,S,HD,4
scarus_perrico,scarus perrico,F,HD,5
scarus_prasiognathos,scarus prasiognathos,L,HD,5
scarus_psittacus,scarus psittacus,M,HD,4
scarus_quoyi,scarus quoyi,F,HD,4
scarus_rivulatus,scarus rivulatus,M,HD,5
scarus_rubroviolaceus,scarus rubroviolaceus,F,HD,5
scarus_russelii,scarus russelii,M,HD,5
scarus_schlegeli,scarus schlegeli,M,HD,4
scarus_sp,scarus sp,M,HD,4
scarus_spinus,scarus spinus,S,HD,4
scarus_taeniopterus,scarus taeniopterus,F,HD,4
scarus_tricolor,scarus tricolor,S,HD,5
scarus_trispinosus,scarus trispinosus,F,HD,4
scarus_vetula,scarus vetula,F,HD,5
scarus_xanthopleura,scarus xanthopleura,S,HD,5
scarus_zelindae,scarus zelindae,F,HD,4
scolopsis_affinis,scolopsis affinis,F,IM,4
scolopsis_aurata,scolopsis aurata,F,IM,4
scolopsis_bilineata,scolopsis bilineata,S,IM,4
scolopsis_ciliata,scolopsis ciliata,F,IM,3
scolopsis_ciliatus,scolopsis ciliatus,F,IM,4
scolopsis_frenata,scolopsis frenata,F,IM,4
scolopsis_frenatus,scolopsis frenatus,F,IM,4
scolopsis_ghanam,scolopsis ghanam,F,IM,4
scolopsis_lineata,scolopsis lineata,F,IM,4
scolopsis_margaritifer,scolopsis margaritifer,F,IM,4
scolopsis_margaritifera,scolopsis margaritifera,F,IM,4
scolopsis_monogramma,scolopsis monogramma,F,IM,4
scolopsis_taeniatus,scolopsis taeniatus,F,IM,4
scolopsis_taenioptera,scolopsis taenioptera,F,IM,4
scolopsis_temporalis,scolopsis temporalis,F,IM,4
scolopsis_trilineata,scolopsis trilineata,S,IM,3
scolopsis_vosmeri,scolopsis vosmeri,F,IM,4
scolopsis_xenochrous,scolopsis xenochrous,F,IM,4
scorpaena_brasiliensis,scorpaena brasiliensis,S,IM,4
scorpaena_cardinalis,scorpaena cardinalis,S,FC,3
scorpaena_cookii,scorpaena cookii,S,FC,4
scorpaena_histrio,scorpaena histrio,S,FC,4
scorpaena_isthmensis,scorpaena isthmensis,S,IM,3
scorpaena_mystes,scorpaena mystes,S,FC,5
scorpaena_orgila,scorpaena orgila,S,FC,2
scorpaena_plumieri,scorpaena plumieri,S,IM,5
scorpaena_sp_aotep,scorpaena sp aotep,S,IM,3
scorpaena_sp_aotep_cabo_verde,scorpaena sp aotep cabo verde,S,IM,3
scorpaenodes_caribbaeus,scorpaenodes caribbaeus,S,IM,3
scorpaenodes_evides,scorpaenodes evides,S,IM,3
scorpaenodes_kelloggi,scorpaenodes kelloggi,S,IM,2
scorpaenodes_parvipinnis,scorpaenodes parvipinnis,S,IM,3
scorpaenodes_scaber,scorpaenodes scaber,S,IM,3
scorpaenodes_xyris,scorpaenodes xyris,S,FC,3
scorpaenopsis_cirrosa,scorpaenopsis cirrosa,S,FC,4
scorpaenopsis_diabolus,scorpaenopsis diabolus,S,FC,4
scorpaenopsis_oxycephala,scorpaenopsis oxycephala,S,FC,4
scorpaenopsis_papuensis,scorpaenopsis papuensis,S,FC,4
scorpaenopsis_possi,scorpaenopsis possi,S,FC,3
scorpaenopsis_venosa,scorpaenopsis venosa,S,FC,3
scuticaria_tigrina,scuticaria tigrina,S,FC,6
sebastapistes_coniorta,sebastapistes coniorta,S,IM,2
sebastapistes_cyanostigma,sebastapistes cyanostigma,S,IM,2
sebastapistes_mauritiana,sebastapistes mauritiana,S,IM,2
sebastapistes_strongia,sebastapistes strongia,S,IM,2
sebastapistes_tinkhami,sebastapistes tinkhami,S,IM,2
serranus_atrobranchus,serranus atrobranchus,S,IM,3
serranus_baldwini,serranus baldwini,S,IM,3
serranus_flaviventris,serranus flaviventris,S,IM,2
serranus_psittacinus,serranus psittacinus,S,FC,3
serranus_sp_aotep_n2_spn_stome,serranus sp aotep n2 spn stome,F,PK,2
serranus_tabacarius,serranus tabacarius,S,FC,4
serranus_tico,serranus tico,F,PK,2
serranus_tigrinus,serranus tigrinus,S,IM,4
serranus_tortugarum,serranus tortugarum,F,PK,2
siganus_argenteus,siganus argenteus,L,HD,4
siganus_canaliculatus,siganus canaliculatus,L,HD,4
siganus_corallinus,siganus corallinus,P,HD,4
siganus_doliatus,siganus doliatus,P,HD,4
siganus_fuscescens,siganus fuscescens,L,HD,4
siganus_guttatus,siganus guttatus,L,HD,4
siganus_javus,siganus javus,F,HD,5
siganus_lineatus,siganus lineatus,M,HD,4
siganus_luridus,siganus luridus,M,HD,4
siganus_niger,siganus niger,P,HD,4
siganus_puelloides,siganus puelloides,P,HD,4
siganus_puellus,siganus puellus,P,HD,4
siganus_punctatissimus,siganus punctatissimus,P,HD,4
siganus_punctatus,siganus punctatus,P,HD,4
siganus_rivulatus,siganus rivulatus,M,HD,3
siganus_sp,siganus sp,P,HD,4
siganus_spinus,siganus spinus,L,HD,3
siganus_stellatus,siganus stellatus,P,HD,4
siganus_sutor,siganus sutor,L,HD,5
siganus_trispilos,siganus trispilos,P,HD,4
siganus_uspi,siganus uspi,P,HD,4
siganus_vermiculatus,siganus vermiculatus,M,HD,4
siganus_virgatus,siganus virgatus,F,HD,4
siganus_vulpinus,siganus vulpinus,P,HD,4
sparisoma_amplum,sparisoma amplum,F,HD,4
sparisoma_atomarium,sparisoma atomarium,F,HD,4
sparisoma_aurofrenatum,sparisoma aurofrenatum,F,HD,4
sparisoma_axillare,sparisoma axillare,F,HD,4
sparisoma_chrysopterum,sparisoma chrysopterum,F,HD,5
sparisoma_cretense,sparisoma cretense,F,HD,5
sparisoma_frondosum,sparisoma frondosum,F,HD,4
sparisoma_radians,sparisoma radians,F,HD,4
sparisoma_rocha,sparisoma rocha,F,HD,4
sparisoma_rubripinne,sparisoma rubripinne,F,HD,5
sparisoma_sp_aotep_brasil,sparisoma sp aotep brasil,F,HD,4
sparisoma_sp_aotep_cuba,sparisoma sp aotep cuba,F,HD,4
sparisoma_sp_aotep_n,sparisoma sp aotep n,F,HD,4
sparisoma_tuiupiranga,sparisoma tuiupiranga,F,HD,3
sparisoma_viride,sparisoma viride,F,HD,5
sphoeroides_annulatus,sphoeroides annulatus,S,IM,5
sphoeroides_greeleyi,sphoeroides greeleyi,S,IM,5
sphoeroides_lobatus,sphoeroides lobatus,S,IM,4
sphoeroides_marmoratus,sphoeroides marmoratus,S,IS,4
sphoeroides_spengleri,sphoeroides spengleri,S,IS,4
sphoeroides_testudineus,sphoeroides testudineus,S,IS,4
starksia_sp_aotep,starksia sp aotep,S,IM,1
stegastes_acapulcoensis,stegastes acapulcoensis,F,HD,3
stegastes_adustus,stegastes adustus,S,HD,3
stegastes_albifasciatus,stegastes albifasciatus,F,HD,3
stegastes_apicalis,stegastes apicalis,F,HD,3
stegastes_arcifrons,stegastes arcifrons,F,HD,3
stegastes_aureus,stegastes aureus,F,HD,3
stegastes_beebei,stegastes beebei,F,HD,3
stegastes_diencaeus,stegastes diencaeus,S,HD,3
stegastes_emeryi,stegastes emeryi,F,HD,3
stegastes_fasciolatus,stegastes fasciolatus,F,HD,3
stegastes_flavilatus,stegastes flavilatus,F,HD,3
stegastes_fuscus,stegastes fuscus,S,HD,3
stegastes_gascoynei,stegastes gascoynei,F,HD,3
stegastes_imbricatus,stegastes imbricatus,S,HD,3
stegastes_insularis,stegastes insularis,F,HD,3
stegastes_leucorus,stegastes leucorus,F,HD,3
stegastes_leucostictus,stegastes leucostictus,S,HD,3
stegastes_lividus,stegastes lividus,M,HD,3
stegastes_marginatus,stegastes marginatus,S,HD,3
stegastes_nigricans,stegastes nigricans,M,HD,3
stegastes_obreptus,stegastes obreptus,F,HD,3
stegastes_partitus,stegastes partitus,S,OM,3
stegastes_pictus,stegastes pictus,S,OM,2
stegastes_planifrons,stegastes planifrons,S,HD,3
stegastes_punctatus,stegastes punctatus,M,HD,3
stegastes_redemptus,stegastes redemptus,F,HD,3
stegastes_rocasensis,stegastes rocasensis,S,HD,2
stegastes_sanctipauli,stegastes sanctipauli,S,HD,2
stegastes_sp,stegastes sp,S,HD,2
stegastes_variabilis,stegastes variabilis,S,HD,3
stethojulis_albovittata,stethojulis albovittata,F,IM,3
stethojulis_balteata,stethojulis balteata,F,IM,3
stethojulis_bandanensis,stethojulis bandanensis,F,IM,3
stethojulis_interrupta,stethojulis interrupta,F,IM,3
stethojulis_marquesensis,stethojulis marquesensis,F,IM,2
stethojulis_notialis,stethojulis notialis,F,IM,2
stethojulis_sp,stethojulis sp,F,IM,2
stethojulis_strigiventer,stethojulis strigiventer,F,IM,3
stethojulis_trilineata,stethojulis trilineata,F,IM,3
sufflamen_albicaudatum,sufflamen albicaudatum,F,IM,3
sufflamen_bursa,sufflamen bursa,S,IM,4
sufflamen_chrysopterum,sufflamen chrysopterum,S,IM,4
sufflamen_fraenatum,sufflamen fraenatum,S,IM,4
sufflamen_verres,sufflamen verres,S,IM,5
synchiropus_bartelsi,synchiropus bartelsi,S,IM,2
synchiropus_moyeri,synchiropus moyeri,S,IM,2
synchiropus_splendidus,synchiropus splendidus,S,IM,2
synchiropus_stellatus,synchiropus stellatus,S,IM,1
synodus_binotatus,synodus binotatus,S,FC,3
synodus_capricornis,synodus capricornis,S,FC,4
synodus_dermatogenys,synodus dermatogenys,S,FC,3
synodus_doaki,synodus doaki,P,FC,3
synodus_hoshinonis,synodus hoshinonis,S,FC,3
synodus_intermedius,synodus intermedius,S,FC,5
synodus_jaculum,synodus jaculum,S,FC,3
synodus_lacertinus,synodus lacertinus,S,FC,3
synodus_rubromarmoratus,synodus rubromarmoratus,S,FC,3
synodus_sageneus,synodus sageneus,S,FC,3
synodus_saurus,synodus saurus,S,FC,5
synodus_similis,synodus similis,S,FC,3
synodus_sp,synodus sp,S,FC,3
synodus_synodus,synodus synodus,S,FC,4
synodus_ulae,synodus ulae,S,FC,3
synodus_variegatus,synodus variegatus,P,FC,4
taenianotus_triacanthus,taenianotus triacanthus,S,IM,2
taeniura_grabata,taeniura grabata,S,IM,6
taeniura_lymma,taeniura lymma,S,IM,6
taeniura_meyeni,taeniura meyeni,S,IM,6
thalassoma_amblycephalum,thalassoma amblycephalum,F,IM,3
thalassoma_ballieui,thalassoma ballieui,F,IM,4
thalassoma_bifasciatum,thalassoma bifasciatum,M,PK,4
thalassoma_duperrey,thalassoma duperrey,F,IM,3
thalassoma_grammaticum,thalassoma grammaticum,F,IM,4
thalassoma_hardwicke,thalassoma hardwicke,F,IM,3
thalassoma_hebraicum,thalassoma hebraicum,F,IM,3
thalassoma_heiseri,thalassoma heiseri,F,IM,3
thalassoma_jansenii,thalassoma jansenii,F,IM,3
thalassoma_lucasanum,thalassoma lucasanum,F,IM,3
thalassoma_lunare,thalassoma lunare,F,IM,4
thalassoma_lutescens,thalassoma lutescens,F,IM,4
thalassoma_newtoni,thalassoma newtoni,M,PK,1
thalassoma_nigrofasciatum,thalassoma nigrofasciatum,F,IM,2
thalassoma_noronhanum,thalassoma noronhanum,M,PK,3
thalassoma_pavo,thalassoma pavo,M,PK,4
thalassoma_purpureum,thalassoma purpureum,F,IM,4
thalassoma_quinquevittatum,thalassoma quinquevittatum,F,IM,3
thalassoma_robertsoni,thalassoma robertsoni,F,IM,2
thalassoma_rueppellii,thalassoma rueppellii,F,IM,3
thalassoma_septemfasciatum,thalassoma septemfasciatum,F,IM,3
thalassoma_trilobatum,thalassoma trilobatum,F,IM,4
thalassoma_virens,thalassoma virens,F,IM,4
upeneus_tragula,upeneus tragula,M,IM,4
valenciennea_alleni,valenciennea alleni,P,IM,2
valenciennea_decora,valenciennea decora,P,IM,3
valenciennea_helsdingenii,valenciennea helsdingenii,P,IM,3
valenciennea_immaculata,valenciennea immaculata,P,IM,3
valenciennea_longipinnis,valenciennea longipinnis,P,IM,3
valenciennea_muralis,valenciennea muralis,P,IM,3
valenciennea_parva,valenciennea parva,P,IM,2
valenciennea_puellaris,valenciennea puellaris,P,IM,3
valenciennea_randalli,valenciennea randalli,S,IM,2
valenciennea_sexguttata,valenciennea sexguttata,P,IM,3
valenciennea_strigata,valenciennea strigata,P,IM,3
variola_albimarginata,variola albimarginata,S,FC,5
variola_louti,variola louti,S,FC,5
variola_sp,variola sp,S,FC,5
xanthichthys_auromarginatus,xanthichthys auromarginatus,M,PK,4
xanthichthys_mento,xanthichthys mento,M,PK,4
xyrichtys_pavo,xyrichtys pavo,M,IM,4
xyrichtys_umbrilatus,xyrichtys umbrilatus,M,IM,4
zanclus_cornutus,zanclus cornutus,F,OM,3
zebrasoma_desjardinii,zebrasoma desjardinii,F,HD,4
zebrasoma_flavescens,zebrasoma flavescens,F,HD,3
zebrasoma_gemmatum,zebrasoma gemmatum,F,HD,4
zebrasoma_rostratum,zebrasoma rostratum,F,HD,4
zebrasoma_scopas,zebrasoma scopas,F,HD,3
zebrasoma_sp,zebrasoma sp,P,HD,4
zebrasoma_veliferum,zebrasoma veliferum,P,HD,4
zebrasoma_xanthurum,zebrasoma xanthurum,P,HD,3
